reference	length_class	chr	annotation	ref_len	below_1mb
Cephalopachus_bancanus	12552721	autosomes	NA	12552721	FALSE
Cephalopachus_bancanus	12575720	autosomes	NA	12575720	FALSE
Cephalopachus_bancanus	12673654	autosomes	NA	12673654	FALSE
Cephalopachus_bancanus	12951774	autosomes	NA	12951774	FALSE
Cephalopachus_bancanus	12979760	autosomes	NA	12979760	FALSE
Cephalopachus_bancanus	14140078	autosomes	NA	14140078	FALSE
Cephalopachus_bancanus	15277323	autosomes	NA	15277323	FALSE
Cephalopachus_bancanus	15351719	autosomes	NA	15351719	FALSE
Cephalopachus_bancanus	15539820	autosomes	NA	15539820	FALSE
Cephalopachus_bancanus	16089376	autosomes	NA	16089376	FALSE
Cephalopachus_bancanus	16384231	autosomes	NA	16384231	FALSE
Cephalopachus_bancanus	16513259	autosomes	NA	16513259	FALSE
Cephalopachus_bancanus	17164649	autosomes	NA	17164649	FALSE
Cephalopachus_bancanus	17389775	autosomes	NA	17389775	FALSE
Cephalopachus_bancanus	17489501	autosomes	NA	17489501	FALSE
Cephalopachus_bancanus	17943684	autosomes	NA	17943684	FALSE
Cephalopachus_bancanus	18364823	autosomes	NA	18364823	FALSE
Cephalopachus_bancanus	18952184	autosomes	NA	18952184	FALSE
Cephalopachus_bancanus	19236322	autosomes	NA	19236322	FALSE
Cephalopachus_bancanus	19402864	autosomes	NA	19402864	FALSE
Cephalopachus_bancanus	19756792	autosomes	NA	19756792	FALSE
Cephalopachus_bancanus	20686301	autosomes	NA	20686301	FALSE
Cephalopachus_bancanus	21693949	autosomes	NA	21693949	FALSE
Cephalopachus_bancanus	24660695	autosomes	NA	24660695	FALSE
Cephalopachus_bancanus	27114607	autosomes	NA	27114607	FALSE
Cephalopachus_bancanus	27246255	autosomes	NA	27246255	FALSE
Cephalopachus_bancanus	30701592	autosomes	NA	30701592	FALSE
Cercopithecus_mitis	1e+06	autosomes	NA	558554759	TRUE
Cercopithecus_mitis	21946602	autosomes	NA	21946602	FALSE
Cercopithecus_mitis	23905768	autosomes	NA	23905768	FALSE
Cercopithecus_mitis	32561146	autosomes	NA	32561146	FALSE
Cercopithecus_mitis	36214567	autosomes	NA	36214567	FALSE
Cercopithecus_mitis	39222078	autosomes	NA	39222078	FALSE
Cercopithecus_mitis	41208324	autosomes	NA	41208324	FALSE
Cercopithecus_mitis	41280424	autosomes	NA	41280424	FALSE
Cercopithecus_mitis	43730733	autosomes	NA	43730733	FALSE
Cercopithecus_mitis	44586243	autosomes	NA	44586243	FALSE
Cercopithecus_mitis	49104474	autosomes	NA	49104474	FALSE
Cercopithecus_mitis	50317756	autosomes	NA	50317756	FALSE
Cercopithecus_mitis	50374119	autosomes	NA	50374119	FALSE
Cercopithecus_mitis	50681266	autosomes	NA	50681266	FALSE
Cercopithecus_mitis	51119100	autosomes	NA	51119100	FALSE
Cercopithecus_mitis	53007276	autosomes	NA	53007276	FALSE
Cercopithecus_mitis	56386964	autosomes	NA	56386964	FALSE
Cercopithecus_mitis	57434522	autosomes	NA	57434522	FALSE
Cercopithecus_mitis	57549001	autosomes	NA	57549001	FALSE
Cercopithecus_mitis	58039581	autosomes	NA	58039581	FALSE
Cercopithecus_mitis	58491616	autosomes	NA	58491616	FALSE
Cercopithecus_mitis	59090989	autosomes	NA	59090989	FALSE
Cercopithecus_mitis	59318320	autosomes	NA	59318320	FALSE
Cercopithecus_mitis	64687006	autosomes	NA	64687006	FALSE
Cercopithecus_mitis	66426888	autosomes	NA	66426888	FALSE
Cercopithecus_mitis	66609738	autosomes	NA	66609738	FALSE
Cercopithecus_mitis	66677163	autosomes	NA	66677163	FALSE
Cercopithecus_mitis	68943537	autosomes	NA	68943537	FALSE
Cercopithecus_mitis	69626470	autosomes	NA	69626470	FALSE
Cercopithecus_mitis	70447679	autosomes	NA	70447679	FALSE
Cercopithecus_mitis	71073243	autosomes	NA	71073243	FALSE
Cercopithecus_mitis	75414072	autosomes	NA	75414072	FALSE
Cercopithecus_mitis	85402577	autosomes	NA	85402577	FALSE
Cercopithecus_mitis	86538786	autosomes	NA	86538786	FALSE
Cercopithecus_mitis	87835244	autosomes	NA	87835244	FALSE
Cercopithecus_mitis	88009121	autosomes	NA	88009121	FALSE
Cercopithecus_mitis	124140859	chrX	NA	124140859	FALSE
Cheirogaleus_medius	1e+06	autosomes	NA	43407541	TRUE
Cheirogaleus_medius	1010071	autosomes	NA	1010071	FALSE
Cheirogaleus_medius	1085476	autosomes	NA	1085476	FALSE
Cheirogaleus_medius	1207502	autosomes	NA	1207502	FALSE
Cheirogaleus_medius	1238440	autosomes	NA	1238440	FALSE
Cheirogaleus_medius	1241356	autosomes	NA	1241356	FALSE
Cheirogaleus_medius	1600351	autosomes	NA	1600351	FALSE
Cheirogaleus_medius	1645645	autosomes	NA	1645645	FALSE
Cheirogaleus_medius	1708860	autosomes	NA	1708860	FALSE
Cheirogaleus_medius	1798427	autosomes	NA	1798427	FALSE
Cheirogaleus_medius	1833803	autosomes	NA	1833803	FALSE
Cheirogaleus_medius	1844730	autosomes	NA	1844730	FALSE
Cheirogaleus_medius	1883451	autosomes	NA	1883451	FALSE
Cheirogaleus_medius	2003417	autosomes	NA	2003417	FALSE
Cheirogaleus_medius	2076626	autosomes	NA	2076626	FALSE
Cheirogaleus_medius	2160859	autosomes	NA	2160859	FALSE
Cheirogaleus_medius	2367435	autosomes	NA	2367435	FALSE
Cheirogaleus_medius	2486481	autosomes	NA	2486481	FALSE
Cheirogaleus_medius	2555486	autosomes	NA	2555486	FALSE
Cheirogaleus_medius	2735935	autosomes	NA	2735935	FALSE
Cheirogaleus_medius	2747027	autosomes	NA	2747027	FALSE
Cheirogaleus_medius	3210808	autosomes	NA	3210808	FALSE
Cheirogaleus_medius	3417916	autosomes	NA	3417916	FALSE
Cheirogaleus_medius	3429336	autosomes	NA	3429336	FALSE
Cheirogaleus_medius	3526358	autosomes	NA	3526358	FALSE
Cheirogaleus_medius	3672855	autosomes	NA	3672855	FALSE
Cheirogaleus_medius	3678287	autosomes	NA	3678287	FALSE
Cheirogaleus_medius	3813775	autosomes	NA	3813775	FALSE
Cheirogaleus_medius	3856166	chrX	NA	3856166	FALSE
Cheirogaleus_medius	4134969	autosomes	NA	4134969	FALSE
Cheirogaleus_medius	4294731	autosomes	NA	4294731	FALSE
Cheirogaleus_medius	4371707	autosomes	NA	4371707	FALSE
Cheirogaleus_medius	4414761	autosomes	NA	4414761	FALSE
Cheirogaleus_medius	4459879	autosomes	NA	4459879	FALSE
Cheirogaleus_medius	4904305	autosomes	NA	4904305	FALSE
Cheirogaleus_medius	4962705	chrX	NA	4962705	FALSE
Cheirogaleus_medius	5043756	autosomes	NA	5043756	FALSE
Cheirogaleus_medius	5263543	chrX	NA	5263543	FALSE
Cheirogaleus_medius	5599224	autosomes	NA	5599224	FALSE
Cheirogaleus_medius	5632780	autosomes	NA	5632780	FALSE
Cheirogaleus_medius	5666945	autosomes	NA	5666945	FALSE
Cheirogaleus_medius	5897250	autosomes	NA	5897250	FALSE
Cheirogaleus_medius	6040099	autosomes	NA	6040099	FALSE
Cheirogaleus_medius	6183481	autosomes	NA	6183481	FALSE
Cheirogaleus_medius	6780122	autosomes	NA	6780122	FALSE
Cheirogaleus_medius	6902382	autosomes	NA	6902382	FALSE
Cheirogaleus_medius	7542502	autosomes	NA	7542502	FALSE
Cheirogaleus_medius	7841072	autosomes	NA	7841072	FALSE
Cheirogaleus_medius	8330424	chrX	NA	8330424	FALSE
Cheirogaleus_medius	9809949	autosomes	NA	9809949	FALSE
Cheirogaleus_medius	10557167	autosomes	NA	10557167	FALSE
Cheirogaleus_medius	11055402	autosomes	NA	11055402	FALSE
Cheirogaleus_medius	11494904	autosomes	NA	11494904	FALSE
Cheirogaleus_medius	11642411	autosomes	NA	11642411	FALSE
Cheirogaleus_medius	11732247	autosomes	NA	11732247	FALSE
Cheirogaleus_medius	11799393	autosomes	NA	11799393	FALSE
Cheirogaleus_medius	11955801	autosomes	NA	11955801	FALSE
Cheirogaleus_medius	12027882	autosomes	NA	12027882	FALSE
Cheirogaleus_medius	12540926	chrX	NA	12540926	FALSE
Cheirogaleus_medius	12842311	autosomes	NA	12842311	FALSE
Cheirogaleus_medius	12955038	autosomes	NA	12955038	FALSE
Cheirogaleus_medius	13677341	chrX	NA	13677341	FALSE
Cheirogaleus_medius	13727898	autosomes	NA	13727898	FALSE
Cheirogaleus_medius	13964450	chrX	NA	13964450	FALSE
Cheirogaleus_medius	14989709	autosomes	NA	14989709	FALSE
Cheirogaleus_medius	15443601	autosomes	NA	15443601	FALSE
Cheirogaleus_medius	15611165	autosomes	NA	15611165	FALSE
Cheirogaleus_medius	17424193	autosomes	NA	17424193	FALSE
Cheirogaleus_medius	19503034	autosomes	NA	19503034	FALSE
Cheirogaleus_medius	20072337	autosomes	NA	20072337	FALSE
Cheirogaleus_medius	20196602	autosomes	NA	20196602	FALSE
Cheirogaleus_medius	20311042	autosomes	NA	20311042	FALSE
Cheirogaleus_medius	21728853	autosomes	NA	21728853	FALSE
Cheirogaleus_medius	22112670	chrX	NA	22112670	FALSE
Cheirogaleus_medius	22475143	autosomes	NA	22475143	FALSE
Cheirogaleus_medius	22604468	chrX	NA	22604468	FALSE
Cheirogaleus_medius	24135635	autosomes	NA	24135635	FALSE
Cheirogaleus_medius	25855255	autosomes	NA	25855255	FALSE
Cheirogaleus_medius	26864180	autosomes	NA	26864180	FALSE
Cheirogaleus_medius	30973133	autosomes	NA	30973133	FALSE
Cheirogaleus_medius	31191305	autosomes	NA	31191305	FALSE
Cheirogaleus_medius	33246488	autosomes	NA	33246488	FALSE
Cheirogaleus_medius	37626039	autosomes	NA	37626039	FALSE
Cheirogaleus_medius	37775272	autosomes	NA	37775272	FALSE
Cheirogaleus_medius	39644205	autosomes	NA	39644205	FALSE
Cheirogaleus_medius	43432478	autosomes	NA	43432478	FALSE
Cheirogaleus_medius	44275814	autosomes	NA	44275814	FALSE
Cheirogaleus_medius	48318266	autosomes	NA	48318266	FALSE
Cheirogaleus_medius	48974614	autosomes	NA	48974614	FALSE
Cheirogaleus_medius	50718527	autosomes	NA	50718527	FALSE
Cheirogaleus_medius	52784502	autosomes	NA	52784502	FALSE
Cheirogaleus_medius	55411795	autosomes	NA	55411795	FALSE
Cheirogaleus_medius	65319252	autosomes	NA	65319252	FALSE
Cheirogaleus_medius	71345542	autosomes	NA	71345542	FALSE
Cheirogaleus_medius	77635453	autosomes	NA	77635453	FALSE
Cheirogaleus_medius	78241664	autosomes	NA	78241664	FALSE
Cheirogaleus_medius	82392695	autosomes	NA	82392695	FALSE
Cheirogaleus_medius	83498184	autosomes	NA	83498184	FALSE
Cheirogaleus_medius	108333780	autosomes	NA	108333780	FALSE
Cheirogaleus_medius	111491614	autosomes	NA	111491614	FALSE
Cheirogaleus_medius	174638116	autosomes	NA	174638116	FALSE
Chlorocebus_sabaeus	1e+06	autosomes	NA	237540105	TRUE
Chlorocebus_sabaeus	1019301	autosomes	NA	1019301	FALSE
Chlorocebus_sabaeus	1028977	autosomes	NA	1028977	FALSE
Chlorocebus_sabaeus	1034204	autosomes	NA	1034204	FALSE
Chlorocebus_sabaeus	1039170	autosomes	NA	1039170	FALSE
Chlorocebus_sabaeus	1047247	autosomes	NA	1047247	FALSE
Chlorocebus_sabaeus	1048531	autosomes	NA	1048531	FALSE
Chlorocebus_sabaeus	1065147	autosomes	NA	1065147	FALSE
Chlorocebus_sabaeus	1072082	autosomes	NA	1072082	FALSE
Chlorocebus_sabaeus	1073259	autosomes	NA	1073259	FALSE
Chlorocebus_sabaeus	1084505	autosomes	NA	1084505	FALSE
Chlorocebus_sabaeus	1084563	autosomes	NA	1084563	FALSE
Chlorocebus_sabaeus	1085486	autosomes	NA	1085486	FALSE
Chlorocebus_sabaeus	1094783	autosomes	NA	1094783	FALSE
Chlorocebus_sabaeus	1103254	autosomes	NA	1103254	FALSE
Chlorocebus_sabaeus	1119979	autosomes	NA	1119979	FALSE
Chlorocebus_sabaeus	1121799	autosomes	NA	1121799	FALSE
Chlorocebus_sabaeus	1144395	autosomes	NA	1144395	FALSE
Chlorocebus_sabaeus	1145242	autosomes	NA	1145242	FALSE
Chlorocebus_sabaeus	1146766	autosomes	NA	1146766	FALSE
Chlorocebus_sabaeus	1156007	autosomes	NA	1156007	FALSE
Chlorocebus_sabaeus	1181000	autosomes	NA	1181000	FALSE
Chlorocebus_sabaeus	1183423	autosomes	NA	1183423	FALSE
Chlorocebus_sabaeus	1192969	autosomes	NA	1192969	FALSE
Chlorocebus_sabaeus	1195347	autosomes	NA	1195347	FALSE
Chlorocebus_sabaeus	1218972	autosomes	NA	1218972	FALSE
Chlorocebus_sabaeus	1271393	autosomes	NA	1271393	FALSE
Chlorocebus_sabaeus	1277341	autosomes	NA	1277341	FALSE
Chlorocebus_sabaeus	1280200	autosomes	NA	1280200	FALSE
Chlorocebus_sabaeus	1285579	autosomes	NA	1285579	FALSE
Chlorocebus_sabaeus	1388972	autosomes	NA	1388972	FALSE
Chlorocebus_sabaeus	1390345	autosomes	NA	1390345	FALSE
Chlorocebus_sabaeus	1394408	autosomes	NA	1394408	FALSE
Chlorocebus_sabaeus	1437268	autosomes	NA	1437268	FALSE
Chlorocebus_sabaeus	1445477	autosomes	NA	1445477	FALSE
Chlorocebus_sabaeus	1448283	autosomes	NA	1448283	FALSE
Chlorocebus_sabaeus	1453885	autosomes	NA	1453885	FALSE
Chlorocebus_sabaeus	1479344	autosomes	NA	1479344	FALSE
Chlorocebus_sabaeus	1479920	autosomes	NA	1479920	FALSE
Chlorocebus_sabaeus	1487787	autosomes	NA	1487787	FALSE
Chlorocebus_sabaeus	1490315	autosomes	NA	1490315	FALSE
Chlorocebus_sabaeus	1501674	autosomes	NA	1501674	FALSE
Chlorocebus_sabaeus	1507198	autosomes	NA	1507198	FALSE
Chlorocebus_sabaeus	1525902	autosomes	NA	1525902	FALSE
Chlorocebus_sabaeus	1551030	autosomes	NA	1551030	FALSE
Chlorocebus_sabaeus	1606932	autosomes	NA	1606932	FALSE
Chlorocebus_sabaeus	1639897	autosomes	NA	1639897	FALSE
Chlorocebus_sabaeus	1647869	autosomes	NA	1647869	FALSE
Chlorocebus_sabaeus	1684004	autosomes	NA	1684004	FALSE
Chlorocebus_sabaeus	1696277	autosomes	NA	1696277	FALSE
Chlorocebus_sabaeus	1702485	autosomes	NA	1702485	FALSE
Chlorocebus_sabaeus	1708402	autosomes	NA	1708402	FALSE
Chlorocebus_sabaeus	1715418	autosomes	NA	1715418	FALSE
Chlorocebus_sabaeus	1730528	autosomes	NA	1730528	FALSE
Chlorocebus_sabaeus	1833507	autosomes	NA	1833507	FALSE
Chlorocebus_sabaeus	1877101	autosomes	NA	1877101	FALSE
Chlorocebus_sabaeus	1903034	autosomes	NA	1903034	FALSE
Chlorocebus_sabaeus	1979771	autosomes	NA	1979771	FALSE
Chlorocebus_sabaeus	2011667	autosomes	NA	2011667	FALSE
Chlorocebus_sabaeus	2099256	autosomes	NA	2099256	FALSE
Chlorocebus_sabaeus	2119612	autosomes	NA	2119612	FALSE
Chlorocebus_sabaeus	2150192	autosomes	NA	2150192	FALSE
Chlorocebus_sabaeus	2231934	autosomes	NA	2231934	FALSE
Chlorocebus_sabaeus	2240435	autosomes	NA	2240435	FALSE
Chlorocebus_sabaeus	2293860	autosomes	NA	2293860	FALSE
Chlorocebus_sabaeus	2300076	autosomes	NA	2300076	FALSE
Chlorocebus_sabaeus	2353103	autosomes	NA	2353103	FALSE
Chlorocebus_sabaeus	2366766	autosomes	NA	2366766	FALSE
Chlorocebus_sabaeus	2426339	autosomes	NA	2426339	FALSE
Chlorocebus_sabaeus	2564623	autosomes	NA	2564623	FALSE
Chlorocebus_sabaeus	2590293	autosomes	NA	2590293	FALSE
Chlorocebus_sabaeus	2625174	autosomes	NA	2625174	FALSE
Chlorocebus_sabaeus	2648685	autosomes	NA	2648685	FALSE
Chlorocebus_sabaeus	2790423	autosomes	NA	2790423	FALSE
Chlorocebus_sabaeus	2904662	autosomes	NA	2904662	FALSE
Chlorocebus_sabaeus	2930289	autosomes	NA	2930289	FALSE
Chlorocebus_sabaeus	3232988	autosomes	NA	3232988	FALSE
Chlorocebus_sabaeus	3274523	autosomes	NA	3274523	FALSE
Chlorocebus_sabaeus	3633160	autosomes	NA	3633160	FALSE
Chlorocebus_sabaeus	4374702	autosomes	NA	4374702	FALSE
Chlorocebus_sabaeus	5128848	autosomes	NA	5128848	FALSE
Chlorocebus_sabaeus	6089428	autosomes	NA	6089428	FALSE
Chlorocebus_sabaeus	6591012	autosomes	NA	6591012	FALSE
Chlorocebus_sabaeus	21718702	autosomes	NA	21718702	FALSE
Chlorocebus_sabaeus	24559429	autosomes	NA	24559429	FALSE
Chlorocebus_sabaeus	35402967	autosomes	NA	35402967	FALSE
Chlorocebus_sabaeus	49800949	autosomes	NA	49800949	FALSE
Chlorocebus_sabaeus	60881566	autosomes	NA	60881566	FALSE
Chlorocebus_sabaeus	62760596	autosomes	NA	62760596	FALSE
Chlorocebus_sabaeus	74923282	autosomes	NA	74923282	FALSE
Chlorocebus_sabaeus	75060956	autosomes	NA	75060956	FALSE
Chlorocebus_sabaeus	80836860	autosomes	NA	80836860	FALSE
Chlorocebus_sabaeus	83249536	autosomes	NA	83249536	FALSE
Chlorocebus_sabaeus	85192205	autosomes	NA	85192205	FALSE
Chlorocebus_sabaeus	86727680	autosomes	NA	86727680	FALSE
Chlorocebus_sabaeus	86974410	autosomes	NA	86974410	FALSE
Chlorocebus_sabaeus	92779444	autosomes	NA	92779444	FALSE
Chlorocebus_sabaeus	94189417	autosomes	NA	94189417	FALSE
Chlorocebus_sabaeus	95609561	autosomes	NA	95609561	FALSE
Chlorocebus_sabaeus	100608741	autosomes	NA	100608741	FALSE
Chlorocebus_sabaeus	100816256	autosomes	NA	100816256	FALSE
Chlorocebus_sabaeus	102705282	autosomes	NA	102705282	FALSE
Chlorocebus_sabaeus	109485269	autosomes	NA	109485269	FALSE
Chlorocebus_sabaeus	114680907	autosomes	NA	114680907	FALSE
Chlorocebus_sabaeus	130130119	autosomes	NA	130130119	FALSE
Chlorocebus_sabaeus	130470402	autosomes	NA	130470402	FALSE
Chlorocebus_sabaeus	130623183	autosomes	NA	130623183	FALSE
Chlorocebus_sabaeus	131980464	autosomes	NA	131980464	FALSE
Chlorocebus_sabaeus	135982492	autosomes	NA	135982492	FALSE
Chlorocebus_sabaeus	136393570	autosomes	NA	136393570	FALSE
Chlorocebus_sabaeus	140616110	autosomes	NA	140616110	FALSE
Chlorocebus_sabaeus	149214732	autosomes	NA	149214732	FALSE
Chlorocebus_sabaeus	151995220	chrX	chrX	151995220	FALSE
Colobus_guereza	1e+06	autosomes	NA	50308859	TRUE
Colobus_guereza	2191216	chrY	NA	2191216	FALSE
Colobus_guereza	3318506	autosomes	NA	3318506	FALSE
Colobus_guereza	5604462	chrY	chrY	5604462	FALSE
Colobus_guereza	22020617	autosomes	NA	22020617	FALSE
Colobus_guereza	39050843	autosomes	NA	39050843	FALSE
Colobus_guereza	69613926	autosomes	NA	69613926	FALSE
Colobus_guereza	72944029	autosomes	NA	72944029	FALSE
Colobus_guereza	75875964	autosomes	NA	75875964	FALSE
Colobus_guereza	90323727	autosomes	NA	90323727	FALSE
Colobus_guereza	110638776	autosomes	NA	110638776	FALSE
Colobus_guereza	111308846	autosomes	NA	111308846	FALSE
Colobus_guereza	114660633	autosomes	NA	114660633	FALSE
Colobus_guereza	125483068	autosomes	NA	125483068	FALSE
Colobus_guereza	130579420	autosomes	NA	130579420	FALSE
Colobus_guereza	137098704	autosomes	NA	137098704	FALSE
Colobus_guereza	137989635	autosomes	NA	137989635	FALSE
Colobus_guereza	139877677	autosomes	NA	139877677	FALSE
Colobus_guereza	149281349	autosomes	NA	149281349	FALSE
Colobus_guereza	155790761	chrX	chrX	155790761	FALSE
Colobus_guereza	158022787	autosomes	NA	158022787	FALSE
Colobus_guereza	159747032	autosomes	NA	159747032	FALSE
Colobus_guereza	173636203	autosomes	NA	173636203	FALSE
Colobus_guereza	175019944	autosomes	NA	175019944	FALSE
Colobus_guereza	176284641	autosomes	NA	176284641	FALSE
Colobus_guereza	189244797	autosomes	NA	189244797	FALSE
Colobus_guereza	200748455	autosomes	NA	200748455	FALSE
Daubentonia_madagascariensis	1e+06	autosomes	NA	20233690	TRUE
Daubentonia_madagascariensis	28257198	autosomes	NA	28257198	FALSE
Daubentonia_madagascariensis	34254822	autosomes	NA	34254822	FALSE
Daubentonia_madagascariensis	62733483	autosomes	NA	62733483	FALSE
Daubentonia_madagascariensis	67301774	autosomes	NA	67301774	FALSE
Daubentonia_madagascariensis	102076017	autosomes	NA	102076017	FALSE
Daubentonia_madagascariensis	114896738	autosomes	NA	114896738	FALSE
Daubentonia_madagascariensis	140619500	chrX	NA	140619500	FALSE
Daubentonia_madagascariensis	162769830	autosomes	NA	162769830	FALSE
Daubentonia_madagascariensis	199604927	autosomes	NA	199604927	FALSE
Daubentonia_madagascariensis	204016426	autosomes	NA	204016426	FALSE
Daubentonia_madagascariensis	215448047	autosomes	NA	215448047	FALSE
Daubentonia_madagascariensis	219686500	autosomes	NA	219686500	FALSE
Daubentonia_madagascariensis	261424170	autosomes	NA	261424170	FALSE
Daubentonia_madagascariensis	290592686	autosomes	NA	290592686	FALSE
Daubentonia_madagascariensis	316165773	autosomes	NA	316165773	FALSE
Eulemur_flavifrons	1e+06	autosomes	NA	32503667	TRUE
Eulemur_flavifrons	1408555	autosomes	NA	1408555	FALSE
Eulemur_flavifrons	7744789	autosomes	NA	7744789	FALSE
Eulemur_flavifrons	13436902	autosomes	NA	13436902	FALSE
Eulemur_flavifrons	14574004	autosomes	NA	14574004	FALSE
Eulemur_flavifrons	23491953	autosomes	NA	23491953	FALSE
Eulemur_flavifrons	23566555	autosomes	NA	23566555	FALSE
Eulemur_flavifrons	26520479	autosomes	NA	26520479	FALSE
Eulemur_flavifrons	29799996	autosomes	NA	29799996	FALSE
Eulemur_flavifrons	35709113	autosomes	NA	35709113	FALSE
Eulemur_flavifrons	35924064	autosomes	NA	35924064	FALSE
Eulemur_flavifrons	90726502	autosomes	NA	90726502	FALSE
Eulemur_flavifrons	107104409	autosomes	NA	107104409	FALSE
Eulemur_flavifrons	111878440	chrX	NA	111878440	FALSE
Eulemur_flavifrons	121055598	autosomes	NA	121055598	FALSE
Eulemur_flavifrons	125347299	autosomes	NA	125347299	FALSE
Eulemur_flavifrons	149948850	autosomes	NA	149948850	FALSE
Eulemur_flavifrons	156661540	autosomes	NA	156661540	FALSE
Eulemur_flavifrons	161858188	autosomes	NA	161858188	FALSE
Eulemur_flavifrons	177128987	autosomes	NA	177128987	FALSE
Eulemur_flavifrons	191253396	autosomes	NA	191253396	FALSE
Eulemur_flavifrons	201748287	autosomes	NA	201748287	FALSE
Eulemur_flavifrons	272302482	autosomes	NA	272302482	FALSE
Eulemur_mongoz	1e+06	autosomes	NA	266175226	TRUE
Eulemur_mongoz	5972893	autosomes	NA	5972893	FALSE
Eulemur_mongoz	11651528	chrY	NA	11651528	FALSE
Eulemur_mongoz	12022645	autosomes	NA	12022645	FALSE
Eulemur_mongoz	12753366	autosomes	NA	12753366	FALSE
Eulemur_mongoz	20244915	autosomes	NA	20244915	FALSE
Eulemur_mongoz	20782802	autosomes	NA	20782802	FALSE
Eulemur_mongoz	23081454	autosomes	NA	23081454	FALSE
Eulemur_mongoz	26826350	autosomes	NA	26826350	FALSE
Eulemur_mongoz	29133006	autosomes	NA	29133006	FALSE
Eulemur_mongoz	31553365	autosomes	NA	31553365	FALSE
Eulemur_mongoz	31613991	autosomes	NA	31613991	FALSE
Eulemur_mongoz	32648401	autosomes	NA	32648401	FALSE
Eulemur_mongoz	46426427	autosomes	NA	46426427	FALSE
Eulemur_mongoz	49883926	autosomes	NA	49883926	FALSE
Eulemur_mongoz	50558903	autosomes	NA	50558903	FALSE
Eulemur_mongoz	60034476	autosomes	NA	60034476	FALSE
Eulemur_mongoz	63009550	autosomes	NA	63009550	FALSE
Eulemur_mongoz	67676151	autosomes	NA	67676151	FALSE
Eulemur_mongoz	82429097	autosomes	NA	82429097	FALSE
Eulemur_mongoz	86056301	autosomes	NA	86056301	FALSE
Eulemur_mongoz	92140356	autosomes	NA	92140356	FALSE
Eulemur_mongoz	93181883	autosomes	NA	93181883	FALSE
Eulemur_mongoz	93324657	autosomes	NA	93324657	FALSE
Eulemur_mongoz	93558161	autosomes	NA	93558161	FALSE
Eulemur_mongoz	95767074	autosomes	NA	95767074	FALSE
Eulemur_mongoz	100105894	autosomes	NA	100105894	FALSE
Eulemur_mongoz	103121626	chrX	NA	103121626	FALSE
Eulemur_mongoz	108244268	autosomes	NA	108244268	FALSE
Eulemur_mongoz	110213302	autosomes	NA	110213302	FALSE
Eulemur_mongoz	248412507	autosomes	NA	248412507	FALSE
Eulemur_rufifrons	1e+06	autosomes	NA	94661535	TRUE
Eulemur_rufifrons	1012558	autosomes	NA	1012558	FALSE
Eulemur_rufifrons	1021925	autosomes	NA	1021925	FALSE
Eulemur_rufifrons	1042880	autosomes	NA	1042880	FALSE
Eulemur_rufifrons	1056000	autosomes	NA	1056000	FALSE
Eulemur_rufifrons	1067118	autosomes	NA	1067118	FALSE
Eulemur_rufifrons	1070006	autosomes	NA	1070006	FALSE
Eulemur_rufifrons	1086000	autosomes	NA	1086000	FALSE
Eulemur_rufifrons	1091357	autosomes	NA	1091357	FALSE
Eulemur_rufifrons	1092967	autosomes	NA	1092967	FALSE
Eulemur_rufifrons	1093980	autosomes	NA	1093980	FALSE
Eulemur_rufifrons	1095294	autosomes	NA	1095294	FALSE
Eulemur_rufifrons	1112944	autosomes	NA	1112944	FALSE
Eulemur_rufifrons	1120865	autosomes	NA	1120865	FALSE
Eulemur_rufifrons	1136868	autosomes	NA	1136868	FALSE
Eulemur_rufifrons	1137794	autosomes	NA	1137794	FALSE
Eulemur_rufifrons	1156794	autosomes	NA	1156794	FALSE
Eulemur_rufifrons	1215194	autosomes	NA	1215194	FALSE
Eulemur_rufifrons	1233126	autosomes	NA	1233126	FALSE
Eulemur_rufifrons	1233921	autosomes	NA	1233921	FALSE
Eulemur_rufifrons	1238745	autosomes	NA	1238745	FALSE
Eulemur_rufifrons	1278064	autosomes	NA	1278064	FALSE
Eulemur_rufifrons	1281000	autosomes	NA	1281000	FALSE
Eulemur_rufifrons	1295530	autosomes	NA	1295530	FALSE
Eulemur_rufifrons	1352063	autosomes	NA	1352063	FALSE
Eulemur_rufifrons	1396835	autosomes	NA	1396835	FALSE
Eulemur_rufifrons	1398396	autosomes	NA	1398396	FALSE
Eulemur_rufifrons	1434051	autosomes	NA	1434051	FALSE
Eulemur_rufifrons	1437617	autosomes	NA	1437617	FALSE
Eulemur_rufifrons	1460765	autosomes	NA	1460765	FALSE
Eulemur_rufifrons	1490721	autosomes	NA	1490721	FALSE
Eulemur_rufifrons	1510000	autosomes	NA	1510000	FALSE
Eulemur_rufifrons	1515064	autosomes	NA	1515064	FALSE
Eulemur_rufifrons	1543577	autosomes	NA	1543577	FALSE
Eulemur_rufifrons	1544776	autosomes	NA	1544776	FALSE
Eulemur_rufifrons	1642471	autosomes	NA	1642471	FALSE
Eulemur_rufifrons	1719957	autosomes	NA	1719957	FALSE
Eulemur_rufifrons	1836494	autosomes	NA	1836494	FALSE
Eulemur_rufifrons	1869750	autosomes	NA	1869750	FALSE
Eulemur_rufifrons	1931401	autosomes	NA	1931401	FALSE
Eulemur_rufifrons	1970652	autosomes	NA	1970652	FALSE
Eulemur_rufifrons	1972954	autosomes	NA	1972954	FALSE
Eulemur_rufifrons	1989140	autosomes	NA	1989140	FALSE
