ID	ID_PGDP	group	family	genus	species	subspecies	species_full	species_short	species_genotyping	reference	SEX	len_chrA	len_chrA_contigs_shorter_than_1Mb	len_chrX	len_chrX_contigs_shorter_than_1Mb	len_chrY	len_chrY_contigs_shorter_than_1Mb	total_seq_chrA	total_seq_chrX	total_seq_chrY	len_cov_chrA	len_cov_chrX	len_cov_chrY	frac_cov_chrA	frac_cov_chrX	frac_cov_chrY	frac_cov_gw	rel_frac_cov_YX	nonN_frac	frac_cov_gw_cor	threshold	threshold_chrX	good_frac_cov	cov_chrA	cov_chrX	cov_chrY	cov_gw	rel_cov_chrX	gSEX	gSEX_source	callable_chrA	callable_chrX	GT00_chrA	GT01_chrA	GT11_chrA	GTmis_chrA	GT00_chrX	GT0_chrX	GT01_chrX	GT11_chrX	GT1_chrX	GTmis_chrX	het_chrA	het_chrX	rel_chrX_het	hom_alt_chrA	hom_alt_chrX	hem_alt_chrX	rel_chrX_hom_alt	mis_chrA	mis_chrX	div_chrA	clade	subclade_split	sample_used_for_q	q25_div_chrA	q50_div_chrA	q75_div_chrA	q25_frac_cov_chrA	q50_frac_cov_chrA	q75_frac_cov_chrA	zscore_div_chrA	zscore_frac_cov_chrA	dupl_group	remove_as_duplicate	low_mis	low_frac_cov_qc	high_div_chrA_qc	high_mis_qc	low_div_chrA_qc	masterQC	manual_fix	reason	finalQC	Kuderna_AB_QC	Kuderna_COV_QC	relatives	remove_as_relative	generation	founder	remove_manual	pedigree_source	MQ1kb	MQ1Mb	total_reads	mapped_reads	properly_paired_reads	f_mapped_reads
SAMEA112482994	PD_0241	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	F	2591506774	126344179	142711495	0	8309885	0	94601525370	5052652988	52845905	2561043537	138133221	1305706	0.9882	0.9679	0.1571	0.9847	0.1623	0.9992	0.9855	0.9	0.9	TRUE	36.9387	36.5781	40.4731	36.9219	0.9902	F	chrX	2464991795	131763368	31008209	4363947	2010464	879200	794241	NA	97112	76015	NA	32665	0.0017704	0.000737	0.4163075	0.0008156	0.0005769	NA	0.7073328	0.0003567	0.0002479	0.0017008	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.5286	0	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.8938	57.2567	733486506	720080713	691581670	0.982
SAMEA112482995	PD_0242	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	M	2591506774	126344179	142711495	0	8309885	0	83125487772	2300094713	170872715	2560716063	137937659	7936103	0.9881	0.9665	0.955	0.9869	0.9881	0.9992	0.9877	0.9	0.9	TRUE	32.4618	16.6749	21.5311	31.6252	0.5137	M	chrX	2464991795	131763368	30779233	4489873	1980902	1011812	NA	867402	NA	NA	120744	11887	0.0018215	NA	NA	0.0008036	NA	0.0009164	NA	0.0004105	9.02e-05	0.0017143	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.8131	-0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.8775	57.2379	630623462	619126600	595179870	0.982
SAMEA112482996	PD_0243	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	F	2591506774	126344179	142711495	0	8309885	0	98785176079	5224964869	68977608	2560324878	138105539	1329783	0.988	0.9677	0.16	0.9844	0.1654	0.9992	0.9852	0.9	0.9	TRUE	38.5831	37.8331	51.8713	38.5512	0.9806	F	chrX	2464991795	131763368	29930224	4973728	2437827	920041	729283	NA	133195	102012	NA	35543	0.0020177	0.0010109	0.5009873	0.000989	0.0007742	NA	0.7828331	0.0003732	0.0002697	0.0019979	Papio_anubis_ssp1b	0.0018	TRUE	0.0019591	0.0019777	0.0019959	0.988	0.9882	0.9882	0.5483	-1	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.8939	57.2589	763751562	749979619	722005080	0.982
SAMEA112482997	PD_0244	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	F	2591506774	126344179	142711495	0	8309885	0	86317145667	4542953384	55168656	2560925810	138106714	1325265	0.9882	0.9677	0.1595	0.9846	0.1648	0.9992	0.9854	0.9	0.9	TRUE	33.7054	32.8945	41.6284	33.6679	0.9759	F	chrX	2464991795	131763368	29644433	5337352	2246478	1033557	742311	NA	127152	92624	NA	37946	0.0021653	0.000965	0.4456749	0.0009114	0.000703	NA	0.7713334	0.0004193	0.000288	0.001994	Papio_anubis_ssp1b	0.0018	TRUE	0.0019591	0.0019777	0.0019959	0.988	0.9882	0.9882	0.4433	0	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.8651	57.235	672961930	658770214	632355382	0.979
SAMEA112483018	PD_0265	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	F	2591506774	126344179	142711495	0	8309885	0	101902524151	5379313782	60338033	2561047658	138102248	1326202	0.9882	0.9677	0.1596	0.9847	0.1649	0.9992	0.9855	0.9	0.9	TRUE	39.7894	38.9517	45.4969	39.7494	0.9789	F	chrX	2464991795	131763368	29884119	5444417	2062435	870849	729424	NA	165971	70755	NA	33883	0.0022087	0.0012596	0.5702977	0.0008367	0.000537	NA	0.641797	0.0003533	0.0002572	0.001941	Papio_anubis_ssp1b	0.0018	TRUE	0.0019591	0.0019777	0.0019959	0.988	0.9882	0.9882	-0.9949	0	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.9783	57.3487	781729446	768231839	741298946	0.983
SAMEA112483019	PD_0266	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	M	2591506774	126344179	142711495	0	8309885	0	168366041266	4604863193	344943645	2561671955	138045079	7941294	0.9885	0.9673	0.9556	0.9873	0.9879	0.9992	0.9881	0.9	0.9	TRUE	65.7251	33.3577	43.4367	64.0095	0.5075	M	chrX	2464991795	131763368	30103907	5400066	2080046	677801	NA	793629	NA	NA	196430	9974	0.0021907	NA	NA	0.0008438	NA	0.0014908	NA	0.000275	7.57e-05	0.0019392	Papio_anubis_ssp1b	0.0018	TRUE	0.0019591	0.0019777	0.0019959	0.988	0.9882	0.9882	-1.0452	1.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	56.0478	57.4115	1254201316	1234094052	1190118786	0.984
SAMEA112483020	PD_0267	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	M	2591506774	126344179	142711495	0	8309885	0	115706616891	3200545158	246711194	2560985780	138123978	7937470	0.9882	0.9679	0.9552	0.9871	0.9869	0.9992	0.9879	0.9	0.9	TRUE	45.1805	23.1715	31.0818	44.0162	0.5129	M	chrX	2464991795	131763368	29919819	5178147	2358720	805134	NA	844303	NA	NA	147063	8667	0.0021007	NA	NA	0.0009569	NA	0.0011161	NA	0.0003266	6.58e-05	0.0020072	Papio_anubis_ssp1b	0.0018	TRUE	0.0019591	0.0019777	0.0019959	0.988	0.9882	0.9882	0.8029	0	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.9403	57.299	875171540	859987471	826284304	0.983
SAMEA112483187	PD_0720	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	M	2591506774	126344179	142711495	0	8309885	0	106721470543	2990796500	214255154	2561237298	138087052	7932893	0.9883	0.9676	0.9546	0.9871	0.9866	0.9992	0.9879	0.9	0.9	TRUE	41.6679	21.6588	27.0085	40.6044	0.5198	M	chrX	2464991795	131763368	31234986	4263084	2018225	745525	NA	866026	NA	NA	126164	7843	0.0017295	NA	NA	0.0008188	NA	0.0009575	NA	0.0003024	5.95e-05	0.0016835	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.1651	0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.8559	57.2292	815717314	799406180	753943138	0.98
SAMEA112483188	PD_0721	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	F	2591506774	126344179	142711495	0	8309885	0	94337412686	5554866064	57432136	2560963364	138108815	1316528	0.9882	0.9677	0.1584	0.9846	0.1637	0.9992	0.9854	0.9	0.9	TRUE	36.8367	40.2209	43.6239	37.0131	1.0919	F	chrX	2464991795	131763368	31124453	4241284	2026581	869502	798870	NA	91647	80915	NA	28601	0.0017206	0.0006955	0.4042422	0.0008221	0.0006141	NA	0.7469402	0.0003527	0.0002171	0.0016824	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.1435	0	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.7758	57.1516	747999926	733384778	688419474	0.98
SAMEA112483189	PD_0722	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	M	2591506774	126344179	142711495	0	8309885	0	107586565508	3025701761	210486758	2561346317	138093644	7929565	0.9884	0.9676	0.9542	0.9872	0.9861	0.9992	0.988	0.9	0.9	TRUE	42.0039	21.9105	26.5446	40.9337	0.5216	M	chrX	2464991795	131763368	31233089	4300447	1981535	746749	NA	865897	NA	NA	126233	7903	0.0017446	NA	NA	0.0008039	NA	0.000958	NA	0.0003029	6e-05	0.0016762	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.0117	1	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.8517	57.225	822189980	806101596	761359462	0.98
SAMEA112483190	PD_0723	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	M	2591506774	126344179	142711495	0	8309885	0	99775226810	2785084183	185613828	2561156332	137978291	7742960	0.9883	0.9668	0.9318	0.987	0.9637	0.9992	0.9878	0.9	0.9	TRUE	38.9571	20.1849	23.9719	37.9574	0.5181	M	chrX	2464991795	131763368	31200986	4289635	2003105	768094	NA	865959	NA	NA	124791	9283	0.0017402	NA	NA	0.0008126	NA	0.0009471	NA	0.0003116	7.05e-05	0.0016827	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.1494	0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.866	57.2402	760917304	745782863	704991216	0.98
SAMEA112483191	PD_0724	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	F	2591506774	126344179	142711495	0	8309885	0	99470107803	5474696369	51904333	2561163952	138116257	1321089	0.9883	0.9678	0.159	0.9847	0.1643	0.9992	0.9855	0.9	0.9	TRUE	38.8379	39.6383	39.2891	38.879	1.0206	F	chrX	2464991795	131763368	31251275	4180978	2033244	796323	799752	NA	91782	79745	NA	28754	0.0016961	0.0006966	0.410677	0.0008248	0.0006052	NA	0.7337274	0.0003231	0.0002182	0.0016729	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	-0.0566	0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.8508	57.2319	777506402	762126865	718725638	0.98
SAMEA112483192	PD_0725	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	M	2591506774	126344179	142711495	0	8309885	0	102954953646	2882704694	201565582	2561103669	138038956	7928788	0.9883	0.9673	0.9541	0.9871	0.9864	0.9992	0.9879	0.9	0.9	TRUE	40.1994	20.8833	25.422	39.1712	0.5195	M	chrX	2464991795	131763368	31270787	4131617	2078193	781223	NA	866246	NA	NA	124532	9255	0.0016761	NA	NA	0.0008431	NA	0.0009451	NA	0.0003169	7.02e-05	0.0016811	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.116	0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.8174	57.1904	788563546	771917688	726320808	0.979
SAMEA112483193	PD_0726	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	F	2591506774	126344179	142711495	0	8309885	0	98475967916	5298735623	54943843	2561254531	138125446	1317768	0.9883	0.9679	0.1586	0.9847	0.1638	0.9992	0.9855	0.9	0.9	TRUE	38.4483	38.3618	41.6946	38.4455	0.9977	F	chrX	2464991795	131763368	31195946	4269105	2001067	795702	799391	NA	92057	79406	NA	29179	0.0017319	0.0006987	0.4034045	0.0008118	0.0006026	NA	0.7423564	0.0003228	0.0002215	0.0016777	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.0446	0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.8418	57.2268	767141406	752056686	711138502	0.98
SAMEA112483194	PD_0727	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	M	2591506774	126344179	142711495	0	8309885	0	105071392682	2984552033	210076904	2561257633	138011546	7932620	0.9883	0.9671	0.9546	0.9871	0.9871	0.9992	0.9879	0.9	0.9	TRUE	41.0234	21.6254	26.4827	39.9919	0.5271	M	chrX	2464991795	131763368	31234154	4174564	2059222	793880	NA	864327	NA	NA	126633	9073	0.0016935	NA	NA	0.0008354	NA	0.0009611	NA	0.0003221	6.89e-05	0.0016822	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.1373	0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.8333	57.2054	807639104	791450159	743311254	0.98
SAMEA112483195	PD_0728	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	M	2591506774	126344179	142711495	0	8309885	0	102347687193	2878307752	199919504	2561050738	138065719	7902196	0.9882	0.9674	0.9509	0.9871	0.9829	0.9992	0.9879	0.9	0.9	TRUE	39.9632	20.8474	25.2992	38.9454	0.5217	M	chrX	2464991795	131763368	31243705	4244438	2000815	772862	NA	865971	NA	NA	125875	8187	0.0017219	NA	NA	0.0008117	NA	0.0009553	NA	0.0003135	6.21e-05	0.0016726	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	-0.0626	0	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.834	57.2061	784367708	768889156	723829926	0.98
SAMEA112483196	PD_0729	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	M	2591506774	126344179	142711495	0	8309885	0	106837864066	3102134311	209027941	2561141928	138049074	7911814	0.9883	0.9673	0.9521	0.9871	0.9843	0.9992	0.9879	0.9	0.9	TRUE	41.7149	22.4712	26.4197	40.6889	0.5387	M	chrX	2464991795	131763368	31246977	4214449	2025551	774843	NA	865756	NA	NA	125845	8432	0.0017097	NA	NA	0.0008217	NA	0.0009551	NA	0.0003143	6.4e-05	0.0016766	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.0204	0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.8056	57.1799	821205432	804580219	756050198	0.98
SAMEA112483197	PD_0730	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	F	2591506774	126344179	142711495	0	8309885	0	101907468455	5662683895	53256259	2561160012	138123033	1327909	0.9883	0.9678	0.1598	0.9847	0.1651	0.9992	0.9855	0.9	0.9	TRUE	39.7896	40.9974	40.1054	39.8515	1.0304	F	chrX	2464991795	131763368	31236672	4211692	2035768	777688	800761	NA	92351	78948	NA	27973	0.0017086	0.0007009	0.4102096	0.0008259	0.0005992	NA	0.7254937	0.0003155	0.0002123	0.0016802	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.0957	0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMEA112483198	FALSE	NA	NA	NA	NA	55.8461	57.2274	799236538	781555317	738628036	0.978
SAMEA112483198	PD_0731	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	M	2591506774	126344179	142711495	0	8309885	0	96374649970	2817169054	197564192	2561108089	138025517	7754115	0.9883	0.9672	0.9331	0.987	0.9648	0.9992	0.9878	0.9	0.9	TRUE	37.6301	20.4105	25.4786	36.7172	0.5424	M	chrX	2464991795	131763368	31129170	4286533	1973390	872727	NA	865723	NA	NA	124226	10084	0.001739	NA	NA	0.0008006	NA	0.0009428	NA	0.000354	7.65e-05	0.00167	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	-0.1169	0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMEA112483197	TRUE	NA	NA	NA	NA	55.7261	57.0934	750162364	735224225	689444752	0.98
SAMEA112483199	PD_0732	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	M	2591506774	126344179	142711495	0	8309885	0	98537289980	2785125522	192383970	2560936791	138018025	7931532	0.9882	0.9671	0.9545	0.987	0.9869	0.9992	0.9878	0.9	0.9	TRUE	38.477	20.1794	24.2556	37.5024	0.5245	M	chrX	2464991795	131763368	31239751	4182634	2051555	787880	NA	866737	NA	NA	124080	9216	0.0016968	NA	NA	0.0008323	NA	0.0009417	NA	0.0003196	6.99e-05	0.0016807	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.1064	0	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.8579	57.2296	753907456	738915827	696596872	0.98
SAMEA112483200	PD_0733	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	M	2591506774	126344179	142711495	0	8309885	0	97182972149	2801151162	204691532	2560775657	138105583	7935590	0.9881	0.9677	0.955	0.987	0.9868	0.9992	0.9878	0.9	0.9	TRUE	37.9506	20.2827	25.7941	37.0135	0.5344	M	chrX	2464991795	131763368	31223236	4088475	2082868	867241	NA	864291	NA	NA	126115	9627	0.0016586	NA	NA	0.000845	NA	0.0009571	NA	0.0003518	7.31e-05	0.0016743	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	-0.0279	-0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.7614	57.1298	749852368	734507591	689680554	0.98
SAMEA112483201	PD_0734	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	M	2591506774	126344179	142711495	0	8309885	0	96896223790	2739400767	194836266	2560971336	138041137	7929978	0.9882	0.9673	0.9543	0.987	0.9866	0.9992	0.9878	0.9	0.9	TRUE	37.8357	19.8448	24.5696	36.8794	0.5245	M	chrX	2464991795	131763368	31194299	4195504	2037757	834260	NA	864018	NA	NA	125629	10386	0.001702	NA	NA	0.0008267	NA	0.0009534	NA	0.0003384	7.88e-05	0.0016777	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.0437	0	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMEA112483203;SAMEA112483206;SAMEA112483207;SAMEA112483211	TRUE	NA	NA	NA	NA	55.7959	57.1649	745515088	730702204	687572468	0.98
SAMEA112483202	PD_0735	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	M	2591506774	126344179	142711495	0	8309885	0	103016033449	2919890706	202265057	2561236352	138114200	7908824	0.9883	0.9678	0.9517	0.9871	0.9834	0.9992	0.9879	0.9	0.9	TRUE	40.2212	21.1411	25.5746	39.205	0.5256	M	chrX	2464991795	131763368	31193892	4257692	2034294	775942	NA	865083	NA	NA	126802	8148	0.0017273	NA	NA	0.0008253	NA	0.0009623	NA	0.0003148	6.18e-05	0.0016889	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.279	0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.7997	57.1734	790826330	774909836	730685142	0.98
SAMEA112483203	PD_0736	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	F	2591506774	126344179	142711495	0	8309885	0	99470401774	5788134468	51971680	2561196318	138146782	1317133	0.9883	0.968	0.1585	0.9847	0.1637	0.9992	0.9855	0.9	0.9	TRUE	38.8375	41.8984	39.4582	38.9944	1.0788	F	chrX	2464991795	131763368	31176198	4242046	2007972	835604	802415	NA	90536	78911	NA	28171	0.0017209	0.0006871	0.39927	0.0008146	0.0005989	NA	0.7351919	0.000339	0.0002138	0.0016751	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	-0.0118	0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMEA112483201	FALSE	NA	NA	NA	NA	55.7941	57.1706	781817224	766304061	723177906	0.98
SAMEA112483204	PD_0737	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	F	2591506774	126344179	142711495	0	8309885	0	102570470718	5679421481	51731640	2561144191	138072348	1303968	0.9883	0.9675	0.1569	0.9847	0.1622	0.9992	0.9855	0.9	0.9	TRUE	40.0487	41.1337	39.6725	40.104	1.0271	F	chrX	2464991795	131763368	31251849	4231579	2016726	761666	812621	NA	66422	93225	NA	27765	0.0017167	0.0005041	0.2936502	0.0008181	0.0007075	NA	0.8647813	0.000309	0.0002107	0.0016765	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.0182	0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.8294	57.2101	800925892	785358647	741804250	0.981
SAMEA112483205	PD_0738	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	F	2591506774	126344179	142711495	0	8309885	0	105554082811	5772255325	54247010	2561082867	138119554	1318007	0.9883	0.9678	0.1586	0.9847	0.1639	0.9992	0.9855	0.9	0.9	TRUE	41.2146	41.7917	41.1584	41.2441	1.014	F	chrX	2464991795	131763368	31340063	4080813	2096781	744163	803057	NA	88594	80976	NA	27406	0.0016555	0.0006724	0.4061425	0.0008506	0.0006146	NA	0.722477	0.0003019	0.000208	0.0016784	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.058	0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	55.8899	57.2714	821844970	806185341	761557512	0.981
SAMEA112483206	PD_0739	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	M	2591506774	126344179	142711495	0	8309885	0	97531842905	2717567264	184602147	2561206636	138040523	7931257	0.9883	0.9673	0.9544	0.9871	0.9867	0.9992	0.9879	0.9	0.9	TRUE	38.0804	19.6867	23.2753	37.0991	0.517	M	chrX	2464991795	131763368	31237284	4206918	2037525	780093	NA	865006	NA	NA	126321	8706	0.0017067	NA	NA	0.0008266	NA	0.0009587	NA	0.0003165	6.61e-05	0.0016799	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.0903	0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMEA112483201	FALSE	NA	NA	NA	NA	55.8836	57.2594	742340506	727907593	687970974	0.981
SAMEA112483207	PD_0740	OWM	Cercopithecidae	Papio	anubis	ssp	Papio_anubis_ssp	P.anubis_ssp	Papio_anubis_ssp	Papio_anubis	M	2591506774	126344179	142711495	0	8309885	0	99983507976	2893872552	214452599	2561157122	138021578	7931377	0.9883	0.9671	0.9545	0.9871	0.9869	0.9992	0.9879	0.9	0.9	TRUE	39.0384	20.9668	27.0385	38.0819	0.5371	M	chrX	2464991795	131763368	31228303	4202184	2031101	800232	NA	863784	NA	NA	126948	9301	0.0017047	NA	NA	0.000824	NA	0.0009635	NA	0.0003246	7.06e-05	0.0016764	Papio_anubis_ssp1a	0.0018	TRUE	0.0016379	0.0016756	0.0016855	0.9881	0.9882	0.9883	0.0154	0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMEA112483201	FALSE	NA	NA	NA	NA	55.754	57.1256	775218436	760237746	712364016	0.981
