,Sample,BIOSAMPLE_ID,Species,Chrom_Type,Genetic_sex,family,Het_Count,Callable_Length,Genus,Het_per_bp
1739,SAMN03274904,SAMN03274904,Rhinopithecus_strykeri_ssp,A,F,Cercopithecidae,993036,7264005747,Rhinopithecus,0.00013670638964047063
1684,SAMN03076575,SAMN03076575,Rhinopithecus_strykeri_ssp,X,F,Cercopithecidae,35346,394268928,Rhinopithecus,8.96494689026065e-05
1740,SAMN03274904,SAMN03274904,Rhinopithecus_strykeri_ssp,X,F,Cercopithecidae,28929,394268928,Rhinopithecus,7.33737759826714e-05
1567,SAMN02427089,SAMN02427089,Rhinopithecus_strykeri_ssp,A,M,Cercopithecidae,1202925,7264005747,Rhinopithecus,0.0001656007775732835
1683,SAMN03076575,SAMN03076575,Rhinopithecus_strykeri_ssp,A,F,Cercopithecidae,1303746,7264005747,Rhinopithecus,0.00017948030954386855
707,PD_0587,SAMEA112483116,Semnopithecus_entellus_ssp,A,F,Cercopithecidae,15932097,22122836037,Semnopithecus,0.0007201652163110502
702,PD_0583,SAMEA112483112,Semnopithecus_entellus_ssp,X,F,Cercopithecidae,1107603,1114771599,Semnopithecus,0.0009935694459686356
705,PD_0585,SAMEA112483114,Semnopithecus_entellus_ssp,A,M,Cercopithecidae,16951563,22122836037,Semnopithecus,0.0007662472827466085
708,PD_0587,SAMEA112483116,Semnopithecus_entellus_ssp,X,F,Cercopithecidae,283887,1114771599,Semnopithecus,0.00025465934031209563
701,PD_0583,SAMEA112483112,Semnopithecus_entellus_ssp,A,F,Cercopithecidae,39108294,22122836037,Semnopithecus,0.00176777940832686
706,PD_0586,SAMEA112483115,Semnopithecus_entellus_ssp,A,M,Cercopithecidae,17208522,22122836037,Semnopithecus,0.0007778623848777387
709,PD_0588,SAMEA112483117,Semnopithecus_entellus_ssp,A,M,Cercopithecidae,13159647,22122836037,Semnopithecus,0.0005948444845855547
704,PD_0584,SAMEA112483113,Semnopithecus_entellus_ssp,X,F,Cercopithecidae,1108170,1114771599,Semnopithecus,0.0009940780703366304
143,PD_0102,SAMEA112482877,Semnopithecus_entellus_ssp,X,F,Cercopithecidae,499869,1114771599,Semnopithecus,0.0004484048575048062
699,PD_0582,SAMEA112483111,Semnopithecus_entellus_ssp,A,F,Cercopithecidae,43646157,22122836037,Semnopithecus,0.0019729006230034284
703,PD_0584,SAMEA112483113,Semnopithecus_entellus_ssp,A,F,Cercopithecidae,39218976,22122836037,Semnopithecus,0.0017727824739290682
1861,SAMN07678111,SAMN07678111,Semnopithecus_entellus_ssp,A,M,Cercopithecidae,38935485,22122836037,Semnopithecus,0.0017599680680578738
142,PD_0102,SAMEA112482877,Semnopithecus_entellus_ssp,A,F,Cercopithecidae,19353663,22122836037,Semnopithecus,0.0008748273940841666
700,PD_0582,SAMEA112483111,Semnopithecus_entellus_ssp,X,F,Cercopithecidae,1246860,1114771599,Semnopithecus,0.0011184892054287078
710,PD_0589,SAMEA112483118,Semnopithecus_hypoleucos_ssp,A,M,Cercopithecidae,17431556,9795207960,Semnopithecus,0.0017796003996223475
711,PD_0590,SAMEA112483119,Semnopithecus_hypoleucos_ssp,A,M,Cercopithecidae,17078424,9795207960,Semnopithecus,0.0017435488934734163
713,PD_0592,SAMEA112483121,Semnopithecus_hypoleucos_ssp,A,M,Cercopithecidae,19587884,9795207960,Semnopithecus,0.001999741514421099
712,PD_0591,SAMEA112483120,Semnopithecus_hypoleucos_ssp,A,M,Cercopithecidae,17888660,9795207960,Semnopithecus,0.0018262664838817775
139,PD_0100,SAMEA112482875,Semnopithecus_priam_ssp,A,F,Cercopithecidae,4402238,2420417123,Semnopithecus,0.0018187931155203615
140,PD_0100,SAMEA112482875,Semnopithecus_priam_ssp,X,F,Cercopithecidae,132405,123237580,Semnopithecus,0.0010743881858115032
716,PD_0594,SAMEA112483123,Semnopithecus_schistaceus_ssp,X,F,Cercopithecidae,26434,246048172,Semnopithecus,0.00010743424665638239
715,PD_0594,SAMEA112483123,Semnopithecus_schistaceus_ssp,A,F,Cercopithecidae,1499948,4868668984,Semnopithecus,0.00030808173751990694
714,PD_0593,SAMEA112483122,Semnopithecus_schistaceus_ssp,A,M,Cercopithecidae,3362442,4868668984,Semnopithecus,0.0006906285909044253
1149,SAMEA115292506,SAMEA115292506,Theropithecus_gelada_ssp,A,M,Cercopithecidae,20500079,187220310597,Theropithecus,0.00010949708893565147
1148,SAMEA115292505,SAMEA115292505,Theropithecus_gelada_ssp,A,M,Cercopithecidae,15835233,187220310597,Theropithecus,8.458074313361246e-05
2264,SAMN20949874,SAMN20949874,Theropithecus_gelada_ssp,X,F,Cercopithecidae,2265482,10439044749,Theropithecus,0.0002170200487182527
1921,SAMN09197221,SAMN09197221,Theropithecus_gelada_ssp,X,F,Cercopithecidae,3250471,10439044749,Theropithecus,0.00031137628759675314
1920,SAMN09197221,SAMN09197221,Theropithecus_gelada_ssp,A,F,Cercopithecidae,137835242,187220310597,Theropithecus,0.0007362194922146906
98,PD_0067,SAMEA112482860,Theropithecus_gelada_ssp,A,M,Cercopithecidae,88235538,187220310597,Theropithecus,0.0004712925521736309
2244,SAMN20949850,SAMN20949850,Theropithecus_gelada_ssp,A,F,Cercopithecidae,61620395,187220310597,Theropithecus,0.0003291330668318387
1150,SAMEA115292507,SAMEA115292507,Theropithecus_gelada_ssp,A,M,Cercopithecidae,94203215,187220310597,Theropithecus,0.0005031677102746431
2245,SAMN20949850,SAMN20949850,Theropithecus_gelada_ssp,X,F,Cercopithecidae,1205887,10439044749,Theropithecus,0.00011551698732927809
2265,SAMN20949876,SAMN20949876,Theropithecus_gelada_ssp,A,F,Cercopithecidae,98060827,187220310597,Theropithecus,0.0005237723764441363
2247,SAMN20949856,SAMN20949856,Theropithecus_gelada_ssp,X,F,Cercopithecidae,1453576,10439044749,Theropithecus,0.00013924415834497156
2285,SAMN20949892,SAMN20949892,Theropithecus_gelada_ssp,A,F,Cercopithecidae,126623464,187220310597,Theropithecus,0.0006763340131005477
2286,SAMN20949892,SAMN20949892,Theropithecus_gelada_ssp,X,F,Cercopithecidae,3489035,10439044749,Theropithecus,0.0003342293364854317
2287,SAMN20949893,SAMN20949893,Theropithecus_gelada_ssp,A,F,Cercopithecidae,91949924,187220310597,Theropithecus,0.0004911322051907406
2246,SAMN20949856,SAMN20949856,Theropithecus_gelada_ssp,A,F,Cercopithecidae,72229850,187220310597,Theropithecus,0.0003858013576073909
2289,SAMN20949894,SAMN20949894,Theropithecus_gelada_ssp,A,F,Cercopithecidae,102037356,187220310597,Theropithecus,0.0005450122140841862
2290,SAMN20949894,SAMN20949894,Theropithecus_gelada_ssp,X,F,Cercopithecidae,2753706,10439044749,Theropithecus,0.00026378907900205994
2291,SAMN20949896,SAMN20949896,Theropithecus_gelada_ssp,A,F,Cercopithecidae,117991433,187220310597,Theropithecus,0.000630227738773395
2292,SAMN20949896,SAMN20949896,Theropithecus_gelada_ssp,X,F,Cercopithecidae,1932383,10439044749,Theropithecus,0.0001851110945936994
2293,SAMN20949898,SAMN20949898,Theropithecus_gelada_ssp,A,F,Cercopithecidae,116745396,187220310597,Theropithecus,0.0006235722803136441
2294,SAMN20949898,SAMN20949898,Theropithecus_gelada_ssp,X,F,Cercopithecidae,2763342,10439044749,Theropithecus,0.0002647121519681877
2295,SAMN20949899,SAMN20949899,Theropithecus_gelada_ssp,A,F,Cercopithecidae,91848527,187220310597,Theropithecus,0.0004905906133106894
2296,SAMN20949899,SAMN20949899,Theropithecus_gelada_ssp,X,F,Cercopithecidae,2344395,10439044749,Theropithecus,0.00022457945687267788
2297,SAMN20949900,SAMN20949900,Theropithecus_gelada_ssp,A,F,Cercopithecidae,115635139,187220310597,Theropithecus,0.0006176420636803116
2298,SAMN20949900,SAMN20949900,Theropithecus_gelada_ssp,X,F,Cercopithecidae,1625418,10439044749,Theropithecus,0.00015570562624091689
2299,SAMN20949902,SAMN20949902,Theropithecus_gelada_ssp,A,M,Cercopithecidae,109416707,187220310597,Theropithecus,0.0005844275476901879
2284,SAMN20949891,SAMN20949891,Theropithecus_gelada_ssp,A,M,Cercopithecidae,106847180,187220310597,Theropithecus,0.0005707029309976591
2300,SAMN20949905,SAMN20949905,Theropithecus_gelada_ssp,A,F,Cercopithecidae,116979799,187220310597,Theropithecus,0.000624824297251617
2283,SAMN20949890,SAMN20949890,Theropithecus_gelada_ssp,X,F,Cercopithecidae,1998010,10439044749,Theropithecus,0.00019139778093119083
2281,SAMN20949889,SAMN20949889,Theropithecus_gelada_ssp,A,M,Cercopithecidae,105744515,187220310597,Theropithecus,0.0005648132655202124
2266,SAMN20949876,SAMN20949876,Theropithecus_gelada_ssp,X,F,Cercopithecidae,2493826,10439044749,Theropithecus,0.0002388940808246745
2267,SAMN20949878,SAMN20949878,Theropithecus_gelada_ssp,A,M,Cercopithecidae,131281010,187220310597,Theropithecus,0.0007012113674065427
2268,SAMN20949879,SAMN20949879,Theropithecus_gelada_ssp,A,F,Cercopithecidae,112925160,187220310597,Theropithecus,0.0006031672506038963
2269,SAMN20949879,SAMN20949879,Theropithecus_gelada_ssp,X,F,Cercopithecidae,2728521,10439044749,Theropithecus,0.0002613765019314987
2270,SAMN20949880,SAMN20949880,Theropithecus_gelada_ssp,A,M,Cercopithecidae,120585050,187220310597,Theropithecus,0.0006440810274028689
2271,SAMN20949881,SAMN20949881,Theropithecus_gelada_ssp,A,M,Cercopithecidae,92701094,187220310597,Theropithecus,0.0004951444301336686
2272,SAMN20949882,SAMN20949882,Theropithecus_gelada_ssp,A,M,Cercopithecidae,92245793,187220310597,Theropithecus,0.0004927125305254041
2273,SAMN20949883,SAMN20949883,Theropithecus_gelada_ssp,A,F,Cercopithecidae,97207384,187220310597,Theropithecus,0.0005192138806416318
2274,SAMN20949883,SAMN20949883,Theropithecus_gelada_ssp,X,F,Cercopithecidae,2299062,10439044749,Theropithecus,0.00022023681814566768
2275,SAMN20949884,SAMN20949884,Theropithecus_gelada_ssp,A,M,Cercopithecidae,100106141,187220310597,Theropithecus,0.0005346970138057452
2276,SAMN20949886,SAMN20949886,Theropithecus_gelada_ssp,A,F,Cercopithecidae,138111766,187220310597,Theropithecus,0.0007376964900848374
2277,SAMN20949886,SAMN20949886,Theropithecus_gelada_ssp,X,F,Cercopithecidae,3171266,10439044749,Theropithecus,0.0003037889075342635
2278,SAMN20949887,SAMN20949887,Theropithecus_gelada_ssp,A,F,Cercopithecidae,114216457,187220310597,Theropithecus,0.00061006445633912
2279,SAMN20949887,SAMN20949887,Theropithecus_gelada_ssp,X,F,Cercopithecidae,2989496,10439044749,Theropithecus,0.0002863763947641259
2280,SAMN20949888,SAMN20949888,Theropithecus_gelada_ssp,A,M,Cercopithecidae,102070717,187220310597,Theropithecus,0.0005451904052211073
2282,SAMN20949890,SAMN20949890,Theropithecus_gelada_ssp,A,F,Cercopithecidae,89587060,187220310597,Theropithecus,0.00047851143775121764
2301,SAMN20949905,SAMN20949905,Theropithecus_gelada_ssp,X,F,Cercopithecidae,2960369,10439044749,Theropithecus,0.00028358619693469425
2288,SAMN20949893,SAMN20949893,Theropithecus_gelada_ssp,X,F,Cercopithecidae,2290813,10439044749,Theropithecus,0.00021944661174284617
2259,SAMN20949868,SAMN20949868,Theropithecus_gelada_ssp,A,M,Cercopithecidae,95760597,187220310597,Theropithecus,0.0005114861560406709
2253,SAMN20949864,SAMN20949864,Theropithecus_gelada_ssp,A,M,Cercopithecidae,81090517,187220310597,Theropithecus,0.00043312884559064174
2254,SAMN20949865,SAMN20949865,Theropithecus_gelada_ssp,A,M,Cercopithecidae,99591564,187220310597,Theropithecus,0.0005319485032496033
2255,SAMN20949866,SAMN20949866,Theropithecus_gelada_ssp,A,F,Cercopithecidae,118154588,187220310597,Theropithecus,0.0006310991987099785
2256,SAMN20949866,SAMN20949866,Theropithecus_gelada_ssp,X,F,Cercopithecidae,2744216,10439044749,Theropithecus,0.0002628799919899644
2257,SAMN20949867,SAMN20949867,Theropithecus_gelada_ssp,A,F,Cercopithecidae,100560420,187220310597,Theropithecus,0.0005371234546045634
2258,SAMN20949867,SAMN20949867,Theropithecus_gelada_ssp,X,F,Cercopithecidae,2595150,10439044749,Theropithecus,0.00024860033292304837
2252,SAMN20949863,SAMN20949863,Theropithecus_gelada_ssp,A,M,Cercopithecidae,79092361,187220310597,Theropithecus,0.00042245609329347715
2251,SAMN20949861,SAMN20949861,Theropithecus_gelada_ssp,X,F,Cercopithecidae,3778261,10439044749,Theropithecus,0.0003619355114232972
2260,SAMN20949869,SAMN20949869,Theropithecus_gelada_ssp,A,M,Cercopithecidae,97623338,187220310597,Theropithecus,0.0005214356160862191
2250,SAMN20949861,SAMN20949861,Theropithecus_gelada_ssp,A,F,Cercopithecidae,107879984,187220310597,Theropithecus,0.0005762194478579647
2248,SAMN20949860,SAMN20949860,Theropithecus_gelada_ssp,A,F,Cercopithecidae,78106204,187220310597,Theropithecus,0.00041718873209289274
2262,SAMN20949872,SAMN20949872,Theropithecus_gelada_ssp,A,M,Cercopithecidae,104819751,187220310597,Theropithecus,0.0005598738228013581
2263,SAMN20949874,SAMN20949874,Theropithecus_gelada_ssp,A,F,Cercopithecidae,94655523,187220310597,Theropithecus,0.0005055836233695296
2305,SAMN20949914,SAMN20949914,Theropithecus_gelada_ssp,A,M,Cercopithecidae,117020898,187220310597,Theropithecus,0.0006250438193743448
2304,SAMN20949909,SAMN20949909,Theropithecus_gelada_ssp,X,F,Cercopithecidae,2878025,10439044749,Theropithecus,0.00027569811886051144
2303,SAMN20949909,SAMN20949909,Theropithecus_gelada_ssp,A,F,Cercopithecidae,109304068,187220310597,Theropithecus,0.0005838259089062289
2302,SAMN20949908,SAMN20949908,Theropithecus_gelada_ssp,A,M,Cercopithecidae,116502744,187220310597,Theropithecus,0.0006222762029851414
2249,SAMN20949860,SAMN20949860,Theropithecus_gelada_ssp,X,F,Cercopithecidae,1677759,10439044749,Theropithecus,0.00016071959076147457
2261,SAMN20949871,SAMN20949871,Theropithecus_gelada_ssp,A,M,Cercopithecidae,140671365,187220310597,Theropithecus,0.0007513680783427463
82,PD_0053,SAMEA112482846,Trachypithecus_auratus_ssp,A,M,Cercopithecidae,5351516,4967005376,Trachypithecus,0.0010774129671487595
2014,SAMN12631789,SAMN12631789,Trachypithecus_auratus_ssp,A,M,Cercopithecidae,4735136,4967005376,Trachypithecus,0.0009533180742826721
141,PD_0101,SAMEA112482876,Trachypithecus_cristatus_ssp,A,M,Cercopithecidae,2075041,2459302402,Trachypithecus,0.0008437518697629443
2012,SAMN12631729,SAMN12631729,Trachypithecus_ebenus_ssp,A,M,Cercopithecidae,2696724,2509060260,Trachypithecus,0.0010747944331954786
1940,SAMN09935338,SAMN09935338,Trachypithecus_francoisi_ssp,A,M,Cercopithecidae,19672488,22977427869,Trachypithecus,0.0008561658037687125
1939,SAMN09935337,SAMN09935337,Trachypithecus_francoisi_ssp,A,M,Cercopithecidae,19828332,22977427869,Trachypithecus,0.0008629482861635439
1942,SAMN09935349,SAMN09935349,Trachypithecus_francoisi_ssp,X,F,Cercopithecidae,627255,1174434768,Trachypithecus,0.0005340909662170356
1944,SAMN09935370,SAMN09935370,Trachypithecus_francoisi_ssp,A,F,Cercopithecidae,19977912,22977427869,Trachypithecus,0.000869458153188382
1945,SAMN09935370,SAMN09935370,Trachypithecus_francoisi_ssp,X,F,Cercopithecidae,613440,1174434768,Trachypithecus,0.000522327860784176
1947,SAMN09935372,SAMN09935372,Trachypithecus_francoisi_ssp,X,F,Cercopithecidae,594423,1174434768,Trachypithecus,0.0005061353905694317
1948,SAMN09935374,SAMN09935374,Trachypithecus_francoisi_ssp,A,F,Cercopithecidae,11591928,22977427869,Trachypithecus,0.0005044919764774564
1949,SAMN09935374,SAMN09935374,Trachypithecus_francoisi_ssp,X,F,Cercopithecidae,247401,1174434768,Trachypithecus,0.00021065537800904068
1950,SAMN09935375,SAMN09935375,Trachypithecus_francoisi_ssp,A,F,Cercopithecidae,10213893,22977427869,Trachypithecus,0.0004445185535226976
83,PD_0054,SAMEA112482847,Trachypithecus_francoisi_ssp,A,M,Cercopithecidae,19898262,22977427869,Trachypithecus,0.0008659917077509682
1951,SAMN09935375,SAMN09935375,Trachypithecus_francoisi_ssp,X,F,Cercopithecidae,146097,1174434768,Trachypithecus,0.00012439771367531586
1964,SAMN09935394,SAMN09935394,Trachypithecus_francoisi_ssp,A,F,Cercopithecidae,17017272,22977427869,Trachypithecus,0.0007406082219915857
1941,SAMN09935349,SAMN09935349,Trachypithecus_francoisi_ssp,A,F,Cercopithecidae,20032578,22977427869,Trachypithecus,0.0008718372706558228
1946,SAMN09935372,SAMN09935372,Trachypithecus_francoisi_ssp,A,F,Cercopithecidae,18420318,22977427869,Trachypithecus,0.0008016701479825675
1965,SAMN09935394,SAMN09935394,Trachypithecus_francoisi_ssp,X,F,Cercopithecidae,247149,1174434768,Trachypithecus,0.00021044080670472795
719,PD_0596,SAMEA112483125,Trachypithecus_geei_ssp,X,F,Cercopithecidae,161718,748747284,Trachypithecus,0.00021598475674737807
720,PD_0597,SAMEA112483126,Trachypithecus_geei_ssp,A,M,Cercopithecidae,7032672,14841461370,Trachypithecus,0.000473853067745444
721,PD_0598,SAMEA112483127,Trachypithecus_geei_ssp,A,M,Cercopithecidae,6531900,14841461370,Trachypithecus,0.00044011164649886494
722,PD_0599,SAMEA112483128,Trachypithecus_geei_ssp,A,M,Cercopithecidae,7118784,14841461370,Trachypithecus,0.0004796551917986766
723,PD_0600,SAMEA112483129,Trachypithecus_geei_ssp,A,M,Cercopithecidae,7063788,14841461370,Trachypithecus,0.00047594962678530354
717,PD_0595,SAMEA112483124,Trachypithecus_geei_ssp,A,M,Cercopithecidae,6364800,14841461370,Trachypithecus,0.00042885264741284704
718,PD_0596,SAMEA112483125,Trachypithecus_geei_ssp,A,F,Cercopithecidae,6276672,14841461370,Trachypithecus,0.0004229146876794384
1954,SAMN09935379,SAMN09935379,Trachypithecus_germaini_ssp,A,M,Cercopithecidae,4940712,2468335302,Trachypithecus,0.002001637296195831
1955,SAMN09935380,SAMN09935380,Trachypithecus_hatinhensis_ssp,A,M,Cercopithecidae,2499382,2481204118,Trachypithecus,0.0010073262340119975
2013,SAMN12631734,SAMN12631734,Trachypithecus_laotum_ssp,A,M,Cercopithecidae,2396604,2511851704,Trachypithecus,0.00095411842832263
2015,SAMN12631792,SAMN12631792,Trachypithecus_obscurus_ssp,A,M,Cercopithecidae,13993293,7405075125,Trachypithecus,0.0018896895391051147
2417,SAMN37320041,SAMN37320041,Trachypithecus_obscurus_ssp,A,M,Cercopithecidae,13980738,7405075125,Trachypithecus,0.001887994080276127
95,PD_0064,SAMEA112482857,Trachypithecus_obscurus_ssp,A,M,Cercopithecidae,14182407,7405075125,Trachypithecus,0.0019152279700876092
724,PD_0602,SAMEA112483131,Trachypithecus_phayrei_ssp,A,M,Cercopithecidae,4759320,7462277538,Trachypithecus,0.0006377838368734229
2371,SAMN23530524,SAMN23530524,Trachypithecus_phayrei_ssp,X,F,Cercopithecidae,253794,377294817,Trachypithecus,0.0006726676025342802
73,PD_0048,SAMEA112482841,Trachypithecus_phayrei_ssp,A,F,Cercopithecidae,7252857,7462277538,Trachypithecus,0.0009719361097287561
2370,SAMN23530524,SAMN23530524,Trachypithecus_phayrei_ssp,A,F,Cercopithecidae,10060323,7462277538,Trachypithecus,0.0013481571743706967
74,PD_0048,SAMEA112482841,Trachypithecus_phayrei_ssp,X,F,Cercopithecidae,169590,377294817,Trachypithecus,0.0004494893445620802
1966,SAMN10030725,SAMN10030725,Trachypithecus_phayrei_ssp,A,M,Cercopithecidae,8672910,7462277538,Trachypithecus,0.0011622336419189882
725,PD_0603,SAMEA112483132,Trachypithecus_pileatus_ssp,A,F,Cercopithecidae,2922007,2390757177,Trachypithecus,0.0012222098622607209
726,PD_0603,SAMEA112483132,Trachypithecus_pileatus_ssp,X,F,Cercopithecidae,85102,123286971,Trachypithecus,0.0006902756983136523
1943,SAMN09935365,SAMN09935365,Trachypithecus_poliocephalus_ssp,A,M,Cercopithecidae,11471976,30441666996,Trachypithecus,0.00037685111007578544
1963,SAMN09935393,SAMN09935393,Trachypithecus_poliocephalus_ssp,X,F,Cercopithecidae,184512,1556509872,Trachypithecus,0.00011854213283139396
1962,SAMN09935393,SAMN09935393,Trachypithecus_poliocephalus_ssp,A,F,Cercopithecidae,11319168,30441666996,Trachypithecus,0.00037183141125245623
1961,SAMN09935392,SAMN09935392,Trachypithecus_poliocephalus_ssp,A,M,Cercopithecidae,12052932,30441666996,Trachypithecus,0.0003959353474822434
1960,SAMN09935388,SAMN09935388,Trachypithecus_poliocephalus_ssp,X,F,Cercopithecidae,260676,1556509872,Trachypithecus,0.0001674746846706797
1959,SAMN09935388,SAMN09935388,Trachypithecus_poliocephalus_ssp,A,F,Cercopithecidae,13924992,30441666996,Trachypithecus,0.00045743197972140384
1958,SAMN09935387,SAMN09935387,Trachypithecus_poliocephalus_ssp,A,M,Cercopithecidae,13854108,30441666996,Trachypithecus,0.00045510346072113637
1957,SAMN09935382,SAMN09935382,Trachypithecus_poliocephalus_ssp,A,M,Cercopithecidae,10194888,30441666996,Trachypithecus,0.00033489913680941313
1956,SAMN09935381,SAMN09935381,Trachypithecus_poliocephalus_ssp,A,M,Cercopithecidae,13737828,30441666996,Trachypithecus,0.0004512836961854006
1953,SAMN09935376,SAMN09935376,Trachypithecus_poliocephalus_ssp,X,F,Cercopithecidae,276504,1556509872,Trachypithecus,0.0001776435890154123
2398,SAMN33960461,SAMN33960461,Trachypithecus_poliocephalus_ssp,A,F,Cercopithecidae,3377700,30441666996,Trachypithecus,0.00011095647293046816
2402,SAMN33960464,SAMN33960464,Trachypithecus_poliocephalus_ssp,A,F,Cercopithecidae,4089864,30441666996,Trachypithecus,0.0001343508553765273
1952,SAMN09935376,SAMN09935376,Trachypithecus_poliocephalus_ssp,A,F,Cercopithecidae,10643844,30441666996,Trachypithecus,0.00034964721220419987
2399,SAMN33960461,SAMN33960461,Trachypithecus_poliocephalus_ssp,X,F,Cercopithecidae,113292,1556509872,Trachypithecus,7.27859180580899e-05
2400,SAMN33960462,SAMN33960462,Trachypithecus_poliocephalus_ssp,A,M,Cercopithecidae,3903096,30441666996,Trachypithecus,0.00012821558032655907
2401,SAMN33960463,SAMN33960463,Trachypithecus_poliocephalus_ssp,A,M,Cercopithecidae,4004028,30441666996,Trachypithecus,0.00013153116747930148
2403,SAMN33960464,SAMN33960464,Trachypithecus_poliocephalus_ssp,X,F,Cercopithecidae,136356,1556509872,Trachypithecus,8.760368466201414e-05
2005,SAMN11334319,SAMN11334319,Cheirogaleus_crossleyi_ssp,A,M,Cheirogaleidae,8537332,1781458059,Cheirogaleus,0.004792328372183137
2004,SAMN11334318,SAMN11334318,Cheirogaleus_major_ssp,A,M,Cheirogaleidae,17451546,5492559327,Cheirogaleus,0.003177306781960955
729,PD_0605,SAMEA112483134,Cheirogaleus_major_ssp,X,F,Cheirogaleidae,725775,276859716,Cheirogaleus,0.002621453964071826
728,PD_0605,SAMEA112483134,Cheirogaleus_major_ssp,A,F,Cheirogaleidae,27906075,5492559327,Cheirogaleus,0.005080705248429627
2003,SAMN11334317,SAMN11334317,Cheirogaleus_medius_ssp,A,M,Cheirogaleidae,12339535,9652317420,Cheirogaleus,0.0012784012857297849
1849,SAMN07678072,SAMN07678072,Cheirogaleus_medius_ssp,A,F,Cheirogaleidae,11305320,9652317420,Cheirogaleus,0.001171254477870248
1850,SAMN07678072,SAMN07678072,Cheirogaleus_medius_ssp,X,F,Cheirogaleidae,252120,509383020,Cheirogaleus,0.0004949517162939589
730,PD_0606,SAMEA112483135,Cheirogaleus_medius_ssp,A,M,Cheirogaleidae,12183310,9652317420,Cheirogaleus,0.0012622160533962215
2009,SAMN11334321,SAMN11334321,Cheirogaleus_medius_ssp,X,F,Cheirogaleidae,205630,509383020,Cheirogaleus,0.00040368444162115964
2008,SAMN11334321,SAMN11334321,Cheirogaleus_medius_ssp,A,F,Cheirogaleidae,9503590,9652317420,Cheirogaleus,0.0009845915324239306
2006,SAMN11334320,SAMN11334320,Cheirogaleus_sibreei_ssp,A,F,Cheirogaleidae,6478737,1775100008,Cheirogaleus,0.003649787037801647
2007,SAMN11334320,SAMN11334320,Cheirogaleus_sibreei_ssp,X,F,Cheirogaleidae,114787,91298636,Cheirogaleus,0.0012572696047726277
2071,SAMN14909741,SAMN14909741,Microcebus_arnholdi_ssp,X,F,Cheirogaleidae,179010,173860330,Microcebus,0.0010296195802688285
2070,SAMN14909741,SAMN14909741,Microcebus_arnholdi_ssp,A,F,Cheirogaleidae,7404446,3167914556,Microcebus,0.0023373250348485723
2068,SAMN14909740,SAMN14909740,Microcebus_arnholdi_ssp,A,F,Cheirogaleidae,6556358,3167914556,Microcebus,0.0020696132689508057
2069,SAMN14909740,SAMN14909740,Microcebus_arnholdi_ssp,X,F,Cheirogaleidae,172108,173860330,Microcebus,0.0009899210475443133
1991,SAMN10707780,SAMN10707780,Microcebus_griseorufus_ssp,X,F,Cheirogaleidae,283647,109476871,Microcebus,0.002590930827754476
1990,SAMN10707780,SAMN10707780,Microcebus_griseorufus_ssp,A,F,Cheirogaleidae,11544404,1928985193,Microcebus,0.005984703273976867
1995,SAMN10707783,SAMN10707783,Microcebus_jonahi_ssp,X,F,Cheirogaleidae,106404,101211463,Microcebus,0.001051303842925381
1994,SAMN10707783,SAMN10707783,Microcebus_jonahi_ssp,A,F,Cheirogaleidae,4025561,1839357988,Microcebus,0.0021885685256827774
1993,SAMN10707781,SAMN10707781,Microcebus_mittermeieri_ssp,X,F,Cheirogaleidae,368769,104725202,Microcebus,0.003521301396009721
1992,SAMN10707781,SAMN10707781,Microcebus_mittermeieri_ssp,A,F,Cheirogaleidae,14457369,1862023296,Microcebus,0.007764333040868679
1616,SAMN02900024,SAMN02900024,Microcebus_murinus_ssp,X,F,Cheirogaleidae,2337504,3046362072,Microcebus,0.0007673099732578341
2028,SAMN12637779,SAMN12637779,Microcebus_murinus_ssp,A,M,Cheirogaleidae,182090350,51617299474,Microcebus,0.003527700051253557
2020,SAMN12637773,SAMN12637773,Microcebus_murinus_ssp,A,F,Cheirogaleidae,186096534,51617299474,Microcebus,0.003605313255369707
2027,SAMN12637778,SAMN12637778,Microcebus_murinus_ssp,A,M,Cheirogaleidae,179391108,51617299474,Microcebus,0.0034754066917111882
2025,SAMN12637776,SAMN12637776,Microcebus_murinus_ssp,A,M,Cheirogaleidae,180238344,51617299474,Microcebus,0.0034918204911279275
2024,SAMN12637775,SAMN12637775,Microcebus_murinus_ssp,A,M,Cheirogaleidae,186598568,51617299474,Microcebus,0.0036150393356783614
2023,SAMN12637774,SAMN12637774,Microcebus_murinus_ssp,X,F,Cheirogaleidae,3665740,3046362072,Microcebus,0.0012033172398293961
1617,SAMN02900027,SAMN02900027,Microcebus_murinus_ssp,A,M,Cheirogaleidae,214227494,51617299474,Microcebus,0.00415030418450907
2022,SAMN12637774,SAMN12637774,Microcebus_murinus_ssp,A,F,Cheirogaleidae,179496512,51617299474,Microcebus,0.003477448720276691
2021,SAMN12637773,SAMN12637773,Microcebus_murinus_ssp,X,F,Cheirogaleidae,3083626,3046362072,Microcebus,0.0010122322715157544
2026,SAMN12637777,SAMN12637777,Microcebus_murinus_ssp,A,M,Cheirogaleidae,193409606,51617299474,Microcebus,0.0037469919575591473
2017,SAMN12637771,SAMN12637771,Microcebus_murinus_ssp,X,F,Cheirogaleidae,4053088,3046362072,Microcebus,0.001330468245141676
1619,SAMN02900030,SAMN02900030,Microcebus_murinus_ssp,A,M,Cheirogaleidae,182011024,51617299474,Microcebus,0.0035261632409049263
