ID	ID_PGDP	species_full	group	family	genus	species	subspecies	reference	genotyping_species	len_chrA	len_chrA_contigs_longer_than_1Mb	len_chrA_contigs_shorter_than_1Mb	len_chrX	len_chrX_contigs_longer_than_1Mb	len_chrX_contigs_shorter_than_1Mb	len_chrY	len_mtDNA	len_cov_chrA	len_cov_chrX	len_cov_chrY	len_cov_mtDNA	total_seq_chrA	total_seq_chrX	total_seq_chrY	total_seq_mtDNA	frac_cov_chrA	frac_cov_chrX	frac_cov_chrY	frac_cov_mtDNA	cov_chrA	cov_chrX	cov_chrY	cov_mtDNA	cutoff	good_sample	chrA_GT00	chrA_GT01	chrA_GT11	chrA_GTmis	chrX_GT00	chrX_GT0	chrX_GT01	chrX_GT11	chrX_GT1	chrX_GTmis	callable_chrA	callable_chrX	sex	rel_cov_chrX	gSEX	het_chrA	het_chrX	rel_chrX_het	hom_alt_chrA	hom_alt_chrX	rel_chrX_alt	hem_alt_chrX	mis_chrA	mis_chrX
SAMN41979565	SAMN41979565	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1916621164	106287255	323702	16524	6961382728	331983895	750758	1519227	0.6831	0.6918	0.0275	0.9976	3.6321	3.1235	2.3193	91.9406	0.9	FALSE	429258	209452	20557	91075808	11214	0	4828	438	0	2845539	2557811675	144854576	F	0.86	F	8.2e-05	3.3e-05	0.4024	8e-06	3e-06	0.375	0	0.035607	0.019644
SAMN41979566	SAMN41979566	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1875357476	78767717	6079466	16563	6418696794	167385045	17213866	2934699	0.6684	0.5127	0.5172	0.9999	3.4227	2.125	2.8315	177.184	0.9	FALSE	278741	173464	12439	91270431	0	72476	0	0	3618	2785925	2557811675	144854576	M	0.6209	M	6.8e-05	0	0	5e-06	0	0	2.5e-05	0.035683	0.019233
SAMN41979567	SAMN41979567	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1248677146	68718794	182057	16549	2943356261	137269555	330874	2130257	0.445	0.4473	0.0155	0.9991	2.3572	1.9976	1.8174	128.7242	0.9	FALSE	10561	11656	248	91712610	181	0	217	4	0	2861617	2557811675	144854576	F	0.8474	F	5e-06	1e-06	0.2	0	0	NA	0	0.035856	0.019755
SAMN41979568	SAMN41979568	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2156555970	121306303	382641	16555	10060755819	513258704	1100285	3692073	0.7686	0.7896	0.0326	0.9995	4.6652	4.2311	2.8755	223.0186	0.9	FALSE	1870377	533989	92858	89237851	60752	0	15590	2081	0	2783596	2557811675	144854576	F	0.9069	F	0.000209	0.000108	0.5167	3.6e-05	1.4e-05	0.3889	0	0.034888	0.019216
SAMN41979569	SAMN41979569	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1227151447	69940121	148332	16553	2489898463	122432893	228521	1283716	0.4373	0.4552	0.0126	0.9993	2.029	1.7505	1.5406	77.5519	0.9	FALSE	4010	4332	81	91726652	57	0	130	1	0	2861831	2557811675	144854576	F	0.8627	F	2e-06	1e-06	0.5	0	0	NA	0	0.035861	0.019757
SAMN41979570	SAMN41979570	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2509374499	140659942	651681	16564	31410664372	1524374380	3528517	12415078	0.8943	0.9155	0.0554	1	12.5173	10.8373	5.4145	749.5217	0.9	FALSE	32610517	2862171	1293529	54968858	991716	0	67315	27254	0	1775734	2557811675	144854576	F	0.8658	F	0.001119	0.000465	0.4155	0.000506	0.000188	0.3715	0	0.021491	0.012259
SAMN41979571	SAMN41979571	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1814883862	100773279	273367	16560	6384879963	300733915	595340	2806980	0.6468	0.6559	0.0233	0.9998	3.5181	2.9843	2.1778	169.5036	0.9	FALSE	320627	182142	15061	91217245	9277	0	4323	275	0	2848144	2557811675	144854576	F	0.8483	F	7.1e-05	3e-05	0.4225	6e-06	2e-06	0.3333	0	0.035662	0.019662
SAMN41979572	SAMN41979572	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1805087315	100876237	308170	16534	7376969883	354656348	774808	3267947	0.6433	0.6566	0.0262	0.9982	4.0868	3.5158	2.5142	197.6501	0.9	FALSE	912982	269000	43948	90509145	30186	0	6780	982	0	2824071	2557811675	144854576	F	0.8603	F	0.000105	4.7e-05	0.4476	1.7e-05	7e-06	0.4118	0	0.035385	0.019496
SAMN41979573	SAMN41979573	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1117283616	39749798	3326474	16500	2646573542	66782695	9562823	840910	0.3982	0.2587	0.283	0.9961	2.3688	1.6801	2.8748	50.9642	0.9	FALSE	8703	8780	195	91717397	33	0	26	0	0	2861960	2557811675	144854576	M	0.7093	M	3e-06	0	0	0	0	NA	0	0.035858	0.019757
SAMN41979574	SAMN41979574	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2715217741	152169331	886923	16564	112789474590	5800240693	10254694	18691716	0.9677	0.9904	0.0755	1	41.5398	38.117	11.5621	1128.4542	0.9	TRUE	75115328	5373141	2794761	8451845	2387233	0	137454	63003	0	274329	2557811675	144854576	F	0.9176	F	0.002101	0.000949	0.4517	0.001093	0.000435	0.398	0	0.003304	0.001894
SAMN41979575	SAMN41979575	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2399715889	119657994	9071246	16564	16677944662	464934415	56043519	7531605	0.8552	0.7788	0.7718	1	6.95	3.8855	6.1782	454.6972	0.9	FALSE	8768493	1379651	382779	81204152	0	601319	0	0	26889	2233811	2557811675	144854576	M	0.5591	M	0.000539	0	0	0.00015	0	0	0.000186	0.031748	0.015421
SAMN41979576	SAMN41979576	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1735122290	70021715	5597805	16543	5381162036	144325196	19213462	2138151	0.6184	0.4558	0.4763	0.9987	3.1013	2.0611	3.4323	129.2481	0.9	FALSE	135668	101100	6009	91492298	532	0	281	16	0	2861190	2557811675	144854576	M	0.6646	M	4e-05	2e-06	0.05	2e-06	0	0	0	0.03577	0.019752
SAMN41979577	SAMN41979577	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1778291493	98319817	280984	16529	5755444533	275101172	608676	1636895	0.6338	0.6399	0.0239	0.9979	3.2365	2.798	2.1662	99.0317	0.9	FALSE	226477	134622	10412	91363564	6067	0	2864	186	0	2852902	2557811675	144854576	F	0.8645	F	5.3e-05	2e-05	0.3774	4e-06	1e-06	0.25	0	0.035719	0.019695
SAMN41979578	SAMN41979578	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2629086484	137920855	10205296	16564	26858136784	721487245	107025533	14484984	0.937	0.8977	0.8683	1	10.2158	5.2312	10.4873	874.4859	0.9	TRUE	22853992	2245533	856380	65779170	0	1105601	0	0	47892	1708526	2557811675	144854576	M	0.5121	M	0.000878	0	0	0.000335	0	0	0.000331	0.025717	0.011795
SAMN41979579	SAMN41979579	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2140246278	120617206	388081	16564	9886273804	508452028	1123969	8015715	0.7628	0.7851	0.033	1	4.6192	4.2154	2.8962	483.9239	0.9	FALSE	1876504	512742	89656	89256173	61541	0	12594	2192	0	2785692	2557811675	144854576	F	0.9126	F	2e-04	8.7e-05	0.435	3.5e-05	1.5e-05	0.4286	0	0.034896	0.019231
SAMN41979580	SAMN41979580	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1517681219	85404662	208185	16552	3921325396	193102686	383077	1588521	0.5409	0.5559	0.0177	0.9993	2.5838	2.261	1.8401	95.9715	0.9	FALSE	27559	30207	1058	91676251	792	0	715	19	0	2860493	2557811675	144854576	F	0.8751	F	1.2e-05	5e-06	0.4167	0	0	NA	0	0.035842	0.019747
SAMN41979581	SAMN41979581	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1428963470	78796670	243476	16540	4575914300	216431462	541053	4052428	0.5093	0.5129	0.0207	0.9986	3.2023	2.7467	2.2222	245.0077	0.9	FALSE	145135	73082	5822	91511036	4383	0	1322	158	0	2856156	2557811675	144854576	F	0.8577	F	2.9e-05	9e-06	0.3103	2e-06	1e-06	0.5	0	0.035777	0.019717
SAMN41979582	SAMN41979582	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1858747512	101697305	387568	16536	9739941144	471694512	1207830	4017566	0.6624	0.6619	0.033	0.9983	5.2401	4.6382	3.1164	242.9588	0.9	FALSE	4089727	649365	180019	86815964	123138	0	14672	3516	0	2720693	2557811675	144854576	F	0.8851	F	0.000254	0.000101	0.3976	7e-05	2.4e-05	0.3429	0	0.033941	0.018782
SAMN41979583	SAMN41979583	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1441129172	54494822	4386452	16542	3576314500	93487730	13088041	2058574	0.5136	0.3547	0.3732	0.9987	2.4816	1.7155	2.9837	124.4453	0.9	FALSE	18820	19525	513	91696217	74	0	41	5	0	2861899	2557811675	144854576	M	0.6913	M	8e-06	0	0	0	0	NA	0	0.035849	0.019757
SAMN41979584	SAMN41979584	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1030808563	35114297	2822174	16527	1991410660	51075190	7290395	1166947	0.3674	0.2286	0.2401	0.9978	1.9319	1.4545	2.5833	70.6085	0.9	FALSE	2278	2497	34	91730266	10	0	8	0	0	2862001	2557811675	144854576	M	0.7529	F	1e-06	0	0	0	0	NA	0	0.035863	0.019758
SAMN41979585	SAMN41979585	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1323509349	72451739	188423	16557	3100434167	147005421	347223	1674886	0.4717	0.4716	0.016	0.9996	2.3426	2.029	1.8428	101.1588	0.9	FALSE	12034	15231	359	91707451	220	0	293	5	0	2861501	2557811675	144854576	F	0.8661	F	6e-06	2e-06	0.3333	0	0	NA	0	0.035854	0.019754
SAMN41979586	SAMN41979586	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1807113508	100840362	281400	16559	5738642061	277014442	590469	2661986	0.644	0.6564	0.0239	0.9997	3.1756	2.7471	2.0983	160.7577	0.9	FALSE	162037	111600	7221	91454217	4467	0	2596	135	0	2854821	2557811675	144854576	F	0.8651	F	4.4e-05	1.8e-05	0.4091	3e-06	1e-06	0.3333	0	0.035755	0.019708
SAMN41979587	SAMN41979587	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1784169642	73535671	5862715	16533	6091544754	156561463	22273453	1964249	0.6359	0.4786	0.4988	0.9981	3.4142	2.1291	3.7992	118.8078	0.9	FALSE	189462	117219	7623	91420771	0	61562	0	0	2755	2797702	2557811675	144854576	M	0.6236	M	4.6e-05	0	0	3e-06	0	0	1.9e-05	0.035742	0.019314
SAMN41979588	SAMN41979588	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2352193073	116609599	8866026	16564	18083792735	500829762	58966107	7971271	0.8383	0.759	0.7543	1	7.6881	4.2949	6.6508	481.2407	0.9	FALSE	13567524	1729298	584201	75854052	0	715686	0	0	36425	2109908	2557811675	144854576	M	0.5586	M	0.000676	0	0	0.000228	0	0	0.000251	0.029656	0.014566
SAMN41979589	SAMN41979589	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2421275659	120089071	9095555	16564	17740073796	476598655	58833039	13156758	0.8629	0.7816	0.7738	1	7.3267	3.9687	6.4683	794.2984	0.9	FALSE	12294644	1634666	571538	77234227	0	662798	0	0	33538	2165683	2557811675	144854576	M	0.5417	M	0.000639	0	0	0.000223	0	0	0.000232	0.030195	0.014951
SAMN41979590	SAMN41979590	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2188153304	101664309	7867956	16559	11856276492	316809669	42691455	5493832	0.7798	0.6617	0.6694	0.9997	5.4184	3.1162	5.426	331.7732	0.9	FALSE	3931541	841482	184846	86777206	0	335859	0	0	15717	2510443	2557811675	144854576	M	0.5751	M	0.000329	0	0	7.2e-05	0	0	0.000109	0.033926	0.017331
SAMN41979591	SAMN41979591	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2734334388	152521359	11153060	16564	127757980390	3633612573	346973502	22914004	0.9745	0.9927	0.9489	1	46.7236	23.8236	31.1102	1383.3617	0.9	TRUE	82069320	5437134	3140634	1087987	0	2709839	0	0	137801	14379	2557811675	144854576	M	0.5099	M	0.002126	0	0	0.001228	0	0	0.000951	0.000425	9.9e-05
SAMN41979592	SAMN41979592	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2637317656	148882202	580056	16562	22516784915	1164875441	2113480	4999931	0.9399	0.9691	0.0494	0.9999	8.5378	7.8241	3.6436	301.8917	0.9	FALSE	20158448	2538053	953940	68084634	553703	0	62035	18725	0	2227556	2557811675	144854576	F	0.9164	F	0.000992	0.000428	0.4315	0.000373	0.000129	0.3458	0	0.026618	0.015378
SAMN41979593	SAMN41979593	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1216750120	68902936	154577	16562	2548953879	125459837	246472	2093405	0.4336	0.4485	0.0132	0.9999	2.0949	1.8208	1.5945	126.3981	0.9	FALSE	3425	5235	79	91726336	52	0	120	4	0	2861843	2557811675	144854576	F	0.8692	F	2e-06	1e-06	0.5	0	0	NA	0	0.035861	0.019757
SAMN41979594	SAMN41979594	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1990283800	86063114	6777896	16558	8318105866	211179113	28890139	2707677	0.7093	0.5602	0.5767	0.9996	4.1794	2.4538	4.2624	163.5268	0.9	FALSE	808370	304175	36630	90585900	0	135724	0	0	6458	2719837	2557811675	144854576	M	0.5871	M	0.000119	0	0	1.4e-05	0	0	4.5e-05	0.035415	0.018776
SAMN41979595	SAMN41979595	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2506715122	140916091	584932	16564	21904862104	1105691865	2535573	9754305	0.8934	0.9172	0.0498	1	8.7385	7.8465	4.3348	588.8858	0.9	FALSE	19433953	2131703	861631	69307788	596215	0	53667	18731	0	2193406	2557811675	144854576	F	0.8979	F	0.000833	0.00037	0.4442	0.000337	0.000129	0.3828	0	0.027097	0.015142
SAMN41979596	SAMN41979596	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2616015752	137338094	10166884	16564	30074364679	806585784	116035811	11419416	0.9323	0.8939	0.865	1	11.4962	5.873	11.4131	689.4117	0.9	TRUE	28981396	2684128	1085983	58983568	0	1256889	0	0	56291	1548839	2557811675	144854576	M	0.5109	M	0.001049	0	0	0.000425	0	0	0.000389	0.02306	0.010692
SAMN41979597	SAMN41979597	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2715423198	151376765	11076825	16564	116973004515	3117915393	345775392	25494474	0.9677	0.9853	0.9424	1	43.0773	20.5971	31.2161	1539.1496	0.9	TRUE	73470818	5263968	2753315	10246974	0	2467507	0	0	129820	264692	2557811675	144854576	M	0.4781	M	0.002058	0	0	0.001076	0	0	0.000896	0.004006	0.001827
SAMN41979598	SAMN41979598	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1627398546	92280799	242532	16543	4774761823	239880795	516493	2146551	0.58	0.6006	0.0206	0.9987	2.934	2.5995	2.1296	129.7558	0.9	FALSE	78463	62889	3441	91590282	2501	0	1482	85	0	2857951	2557811675	144854576	F	0.886	F	2.5e-05	1e-05	0.4	1e-06	1e-06	1	0	0.035808	0.01973
SAMN41979599	SAMN41979599	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1539681861	84760108	243386	16544	4964136284	227367987	512159	2842463	0.5487	0.5517	0.0207	0.9988	3.2241	2.6825	2.1043	171.8123	0.9	FALSE	139587	82468	5259	91507761	3836	0	1937	114	0	2856132	2557811675	144854576	F	0.832	F	3.2e-05	1.3e-05	0.4062	2e-06	1e-06	0.5	0	0.035776	0.019717
SAMN41979600	SAMN41979600	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2134751864	119371152	391085	16562	10863530863	538030838	1188797	3934565	0.7608	0.777	0.0333	0.9999	5.0889	4.5072	3.0397	237.5658	0.9	FALSE	2653667	649233	129214	88302961	83609	0	15512	2809	0	2760089	2557811675	144854576	F	0.8857	F	0.000254	0.000107	0.4213	5.1e-05	1.9e-05	0.3725	0	0.034523	0.019054
SAMN41979601	SAMN41979601	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1606324490	63513923	5118724	16519	4675724895	119494691	18092243	1688439	0.5725	0.4134	0.4355	0.9973	2.9108	1.8814	3.5345	102.2119	0.9	FALSE	74556	64044	2871	91593604	319	0	176	9	0	2861515	2557811675	144854576	M	0.6464	M	2.5e-05	1e-06	0.04	1e-06	0	0	0	0.035809	0.019754
SAMN41979602	SAMN41979602	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1722510511	96096988	269958	16564	5997235311	285217619	568191	5856925	0.6139	0.6255	0.023	1	3.4817	2.968	2.1047	353.5936	0.9	FALSE	336362	160202	15795	91222716	10643	0	4148	355	0	2846873	2557811675	144854576	F	0.8525	F	6.3e-05	2.9e-05	0.4603	6e-06	2e-06	0.3333	0	0.035664	0.019653
SAMN41979603	SAMN41979603	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1734198472	96224996	262922	16564	5742793086	267015083	561515	4526295	0.6181	0.6263	0.0224	1	3.3115	2.7749	2.1357	273.261	0.9	FALSE	214104	127381	9092	91384498	6008	0	2743	184	0	2853084	2557811675	144854576	F	0.838	F	5e-05	1.9e-05	0.38	4e-06	1e-06	0.25	0	0.035728	0.019696
SAMN41979604	SAMN41979604	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2550750937	143215921	640055	16564	31355943159	1555364435	3355196	15916721	0.9091	0.9322	0.0545	1	12.2928	10.8603	5.242	960.9225	0.9	TRUE	33087658	2942980	1323145	54381292	1035362	0	65624	31506	0	1729527	2557811675	144854576	F	0.8835	F	0.001151	0.000453	0.3936	0.000517	0.000218	0.4217	0	0.021261	0.01194
SAMN41979605	SAMN41979605	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2710778211	150924473	11051579	16564	108501298224	2896895845	322367793	26091363	0.9661	0.9823	0.9403	1	40.0259	19.1943	29.1694	1575.1849	0.9	TRUE	71859279	5086730	2730549	12058517	0	2418124	0	0	123178	320717	2557811675	144854576	M	0.4795	M	0.001989	0	0	0.001068	0	0	0.00085	0.004714	0.002214
SAMN41979606	SAMN41979606	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1193982759	67394744	151486	16564	2503330334	122806207	252268	2794668	0.4255	0.4387	0.0129	1	2.0966	1.8222	1.6653	168.7194	0.9	FALSE	3001	5028	75	91726971	87	0	120	0	0	2861812	2557811675	144854576	F	0.8691	F	2e-06	1e-06	0.5	0	0	NA	0	0.035862	0.019756
SAMN41979607	SAMN41979607	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1633345308	66779723	5295943	16540	6032323816	151654755	16782355	3421052	0.5821	0.4347	0.4506	0.9986	3.6932	2.271	3.1689	206.8351	0.9	FALSE	362237	161579	17798	91193461	0	76300	0	0	3397	2782322	2557811675	144854576	M	0.6149	M	6.3e-05	0	0	7e-06	0	0	2.3e-05	0.035653	0.019208
SAMN41979608	SAMN41979608	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1625866372	63802644	5089986	16560	4244694755	112337540	15163943	2396180	0.5794	0.4153	0.4331	0.9998	2.6107	1.7607	2.9792	144.6969	0.9	FALSE	32932	33232	997	91667914	108	0	54	6	0	2861851	2557811675	144854576	M	0.6744	M	1.3e-05	0	0	0	0	NA	0	0.035838	0.019757
SAMN41979609	SAMN41979609	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	2717166887	151473738	11091052	16564	111756747266	2990302621	327994900	27399056	0.9684	0.9859	0.9436	1	41.1299	19.7414	29.5729	1654.1328	0.9	TRUE	73860835	5185440	2788167	9900633	0	2469965	0	0	137172	254882	2557811675	144854576	M	0.48	M	0.002027	0	0	0.00109	0	0	0.000947	0.003871	0.00176
SAMN41979610	SAMN41979610	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1993998992	85521145	6701655	16562	7350075789	192478232	24551857	3407566	0.7106	0.5566	0.5702	0.9999	3.6861	2.2507	3.6636	205.746	0.9	FALSE	375216	200453	16917	91142489	0	94467	0	0	4176	2763376	2557811675	144854576	M	0.6106	M	7.8e-05	0	0	7e-06	0	0	2.9e-05	0.035633	0.019077
SAMN41979611	SAMN41979611	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2805914708	2692186680	113728028	153636755	153388924	247831	11753682	16564	1414582868	79959061	186145	16537	3191324373	153979643	307434	1683828	0.5041	0.5204	0.0158	0.9984	2.256	1.9257	1.6516	101.8219	0.9	FALSE	9279	9914	188	91715694	122	0	257	8	0	2861632	2557811675	144854576	F	0.8536	F	4e-06	2e-06	0.5	0	0	NA	0	0.035857	0.019755
