ID	ID_PGDP	species_full	group	family	genus	species	subspecies	reference	genotyping_species	len_chrA	len_chrA_contigs_longer_than_1Mb	len_chrA_contigs_shorter_than_1Mb	len_chrX	len_chrX_contigs_longer_than_1Mb	len_chrX_contigs_shorter_than_1Mb	len_chrY	len_mtDNA	len_cov_chrA	len_cov_chrX	len_cov_chrY	len_cov_mtDNA	total_seq_chrA	total_seq_chrX	total_seq_chrY	total_seq_mtDNA	frac_cov_chrA	frac_cov_chrX	frac_cov_chrY	frac_cov_mtDNA	cov_chrA	cov_chrX	cov_chrY	cov_mtDNA	cutoff	good_sample	chrA_GT00	chrA_GT01	chrA_GT11	chrA_GTmis	chrX_GT00	chrX_GT0	chrX_GT01	chrX_GT11	chrX_GT1	chrX_GTmis	callable_chrA	callable_chrX	sex	rel_cov_chrX	gSEX	het_chrA	het_chrX	rel_chrX_het	hom_alt_chrA	hom_alt_chrX	hem_alt_chrX	rel_chrX_hom_alt	mis_chrA	mis_chrX
PD_0259	PD_0259	Pan_troglodytes_ssp	APE	Hominidae	Pan	troglodytes	ssp	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2932122175	153536841	3158857	NA	108712475000	5396829941	58040825	NA	0.9815	0.9977	0.0867	NA	37.0764	35.1501	18.374	NA	0.9	TRUE	48637827	4225552	3805815	1954332	1652195	0	155636	146496	0	34726	2662780149	146149625	F	0.948	F	0.001587	0.001065	0.6711	0.001429	0.001002	0	0.7012	0.000734	0.000238
PD_0427	PD_0427	Pan_troglodytes_ssp	APE	Hominidae	Pan	troglodytes	ssp	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2944766053	153227467	33869315	NA	106892598563	2728534595	757348495	NA	0.9857	0.9957	0.9293	NA	36.2992	17.8071	22.3609	NA	0.9	TRUE	54501834	1546915	1455962	1118815	0	1906626	0	0	71222	11205	2662780149	146149625	M	0.4906	M	0.000581	0	0	0.000547	0	0.000487	0	0.00042	7.7e-05
SAMD00026329	SAMD00026329	Pan_troglodytes_ssp	APE	Hominidae	Pan	troglodytes	ssp	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2979451711	153480935	33944504	NA	741956714351	19423109791	4430464461	NA	0.9973	0.9973	0.9313	NA	249.0246	126.5506	130.5208	NA	0.9	TRUE	54591157	2280672	1138275	613422	0	1900612	0	0	80032	8409	2662780149	146149625	M	0.5082	M	0.000857	0	0	0.000427	0	0.000548	0	0.00023	5.8e-05
SAMD00026330	SAMD00026330	Pan_troglodytes_ssp	APE	Hominidae	Pan	troglodytes	ssp	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2974863539	153845394	4141552	NA	416874179034	21480158185	134589661	NA	0.9958	0.9997	0.1136	NA	140.1322	139.6217	32.4974	NA	0.9	TRUE	54568243	2294571	1113444	647268	1867302	0	72299	39333	0	10119	2662780149	146149625	F	0.9964	F	0.000862	0.000495	0.5742	0.000418	0.000269	0	0.6435	0.000243	6.9e-05
SAMD00026331	SAMD00026331	Pan_troglodytes_ssp	APE	Hominidae	Pan	troglodytes	ssp	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2976448510	153626895	33919281	NA	435913656326	11566864439	2617368935	NA	0.9963	0.9982	0.9306	NA	146.4543	75.2919	77.1646	NA	0.9	TRUE	54673834	2260943	1130397	558352	0	1907640	0	0	75553	5860	2662780149	146149625	M	0.5141	M	0.000849	0	0	0.000425	0	0.000517	0	0.00021	4e-05
SAMEA1029459	SAMEA1029459	Pan_troglodytes_troglodytes	APE	Hominidae	Pan	troglodytes	troglodytes	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	1872741391	98766649	1329016	NA	3914348762	196198666	3670113	NA	0.6269	0.6418	0.0365	NA	2.0902	1.9865	2.7615	NA	0.9	FALSE	19471	9639	407	58594009	122	0	225	2	0	1988704	2662780149	146149625	Unknown	0.9504	F	4e-06	2e-06	0.5	0	0	0	NA	0.022005	0.013607
SAMEA1029460	SAMEA1029460	Pan_troglodytes_troglodytes	APE	Hominidae	Pan	troglodytes	troglodytes	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2296312251	120652683	2214258	NA	7004724611	340599176	8522311	NA	0.7687	0.784	0.0608	NA	3.0504	2.823	3.8488	NA	0.9	FALSE	170030	88900	5187	58359409	1995	0	2381	94	0	1984583	2662780149	146149625	Unknown	0.9255	F	3.3e-05	1.6e-05	0.4848	2e-06	1e-06	0	0.5	0.021917	0.013579
SAMEA1029461	SAMEA1029461	Pan_troglodytes_schweinfurthii	APE	Hominidae	Pan	troglodytes	schweinfurthii	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	1952683077	101352569	1426085	NA	3808859832	187289462	3131142	NA	0.6536	0.6586	0.0391	NA	1.9506	1.8479	2.1956	NA	0.9	FALSE	6197	6575	187	58610567	10	0	127	0	0	1988916	2662780149	146149625	Unknown	0.9473	F	2e-06	1e-06	0.5	0	0	0	NA	0.022011	0.013609
SAMEA1029462	SAMEA1029462	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	1901326926	98415330	897793	NA	3998325219	198164432	1669312	NA	0.6364	0.6395	0.0246	NA	2.1029	2.0136	1.8594	NA	0.9	FALSE	12715	5595	153	58605063	57	0	106	0	0	1988890	2662780149	146149625	Unknown	0.9575	F	2e-06	1e-06	0.5	0	0	0	NA	0.022009	0.013609
SAMEA1029464	SAMEA1029464	Pan_troglodytes_schweinfurthii	APE	Hominidae	Pan	troglodytes	schweinfurthii	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2226130276	117947988	1861956	NA	6272239015	312050875	6296943	NA	0.7452	0.7664	0.0511	NA	2.8176	2.6457	3.3819	NA	0.9	FALSE	118258	54527	3990	58446751	1209	0	1533	70	0	1986241	2662780149	146149625	Unknown	0.939	F	2e-05	1e-05	0.5	1e-06	0	0	0	0.02195	0.01359
SAMEA1029466	SAMEA1029466	Pan_troglodytes_troglodytes	APE	Hominidae	Pan	troglodytes	troglodytes	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2278608795	120014635	2168996	NA	6835033453	331093187	7239133	NA	0.7627	0.7798	0.0595	NA	2.9997	2.7588	3.3376	NA	0.9	FALSE	166722	73540	4286	58378978	1519	0	2048	81	0	1985405	2662780149	146149625	Unknown	0.9197	F	2.8e-05	1.4e-05	0.5	2e-06	1e-06	0	0.5	0.021924	0.013585
SAMEA1029467	SAMEA1029467	Pan_troglodytes_troglodytes	APE	Hominidae	Pan	troglodytes	troglodytes	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2148808491	112442882	1831937	NA	5936296430	286672008	6377611	NA	0.7193	0.7306	0.0503	NA	2.7626	2.5495	3.4813	NA	0.9	FALSE	100685	59571	3183	58460087	1051	0	1526	37	0	1986439	2662780149	146149625	Unknown	0.9229	F	2.2e-05	1e-05	0.4545	1e-06	0	0	0	0.021955	0.013592
SAMEA1029468	SAMEA1029468	Pan_troglodytes_schweinfurthii	APE	Hominidae	Pan	troglodytes	schweinfurthii	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2353252991	125971621	1633567	NA	5841914380	299494677	4534971	NA	0.7877	0.8185	0.0448	NA	2.4825	2.3775	2.7761	NA	0.9	FALSE	58647	22783	1404	58540692	173	0	691	7	0	1988182	2662780149	146149625	Unknown	0.9577	F	9e-06	5e-06	0.5556	1e-06	0	0	0	0.021985	0.013604
SAMEA1029470	SAMEA1029470	Pan_troglodytes_schweinfurthii	APE	Hominidae	Pan	troglodytes	schweinfurthii	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2318200452	122754200	2224456	NA	7013063550	346352455	8496655	NA	0.776	0.7976	0.061	NA	3.0252	2.8215	3.8197	NA	0.9	FALSE	178990	72540	5498	58366498	1556	0	1909	92	0	1985496	2662780149	146149625	Unknown	0.9327	F	2.7e-05	1.3e-05	0.4815	2e-06	1e-06	0	0.5	0.021919	0.013585
SAMEA1029471	SAMEA1029471	Pan_troglodytes_schweinfurthii	APE	Hominidae	Pan	troglodytes	schweinfurthii	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2374732280	125877457	2262925	NA	7550094099	374881938	8322706	NA	0.7949	0.8179	0.0621	NA	3.1793	2.9781	3.6779	NA	0.9	FALSE	222139	77105	6889	58317393	2345	0	2253	134	0	1984321	2662780149	146149625	Unknown	0.9367	F	2.9e-05	1.5e-05	0.5172	3e-06	1e-06	0	0.3333	0.021901	0.013577
SAMEA1029472	SAMEA1029472	Pan_troglodytes_schweinfurthii	APE	Hominidae	Pan	troglodytes	schweinfurthii	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2006679884	106290699	1354716	NA	4391934023	221811517	3218506	NA	0.6717	0.6907	0.0372	NA	2.1887	2.0868	2.3758	NA	0.9	FALSE	20773	12031	556	58590166	128	0	287	7	0	1988631	2662780149	146149625	Unknown	0.9534	F	5e-06	2e-06	0.4	0	0	0	NA	0.022003	0.013607
SAMEA1029473	SAMEA1029473	Pan_troglodytes_troglodytes	APE	Hominidae	Pan	troglodytes	troglodytes	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2284597214	120770049	2028342	NA	6861369620	339507247	7779422	NA	0.7647	0.7847	0.0557	NA	3.0033	2.8112	3.8354	NA	0.9	FALSE	161213	83673	5879	58372761	1885	0	2257	114	0	1984797	2662780149	146149625	Unknown	0.936	F	3.1e-05	1.5e-05	0.4839	2e-06	1e-06	0	0.5	0.021922	0.013581
SAMEA1029474	SAMEA1029474	Pan_troglodytes_troglodytes	APE	Hominidae	Pan	troglodytes	troglodytes	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2191461908	115436319	2261594	NA	5275501088	259400329	6660421	NA	0.7336	0.7501	0.0621	NA	2.4073	2.2471	2.945	NA	0.9	FALSE	41220	26210	1176	58554920	137	0	669	3	0	1988244	2662780149	146149625	Unknown	0.9335	F	1e-05	5e-06	0.5	0	0	0	NA	0.02199	0.013604
SAMEA1029475	SAMEA1029475	Pan_troglodytes_troglodytes	APE	Hominidae	Pan	troglodytes	troglodytes	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2329369951	123183668	2273117	NA	7105578098	351227390	9116305	NA	0.7797	0.8004	0.0624	NA	3.0504	2.8512	4.0105	NA	0.9	FALSE	169448	80107	5056	58368915	1839	0	2401	81	0	1984732	2662780149	146149625	Unknown	0.9347	F	3e-05	1.6e-05	0.5333	2e-06	1e-06	0	0.5	0.02192	0.01358
SAMEA1029476	SAMEA1029476	Pan_troglodytes_schweinfurthii	APE	Hominidae	Pan	troglodytes	schweinfurthii	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2082530855	109269519	1602128	NA	4318034356	215654468	3504346	NA	0.6971	0.71	0.044	NA	2.0735	1.9736	2.1873	NA	0.9	FALSE	10324	9506	274	58603422	69	0	214	0	0	1988770	2662780149	146149625	Unknown	0.9518	F	4e-06	1e-06	0.25	0	0	0	NA	0.022008	0.013608
SAMEA1029477	SAMEA1029477	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2118084770	110008375	1229279	NA	5228170590	258846524	3084022	NA	0.709	0.7148	0.0337	NA	2.4683	2.353	2.5088	NA	0.9	FALSE	39534	16123	514	58567355	407	0	347	2	0	1988297	2662780149	146149625	Unknown	0.9533	F	6e-06	2e-06	0.3333	0	0	0	NA	0.021995	0.013605
SAMEA1713551	SAMEA1713551	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2954533389	153378133	4476027	NA	29952016160	1498487775	23860344	NA	0.989	0.9966	0.1228	NA	10.1376	9.7699	5.3307	NA	0.9	TRUE	12194883	1309915	418254	44700474	374026	0	43776	14169	0	1557082	2662780149	146149625	Unknown	0.9637	F	0.000492	3e-04	0.6098	0.000157	9.7e-05	0	0.6178	0.016787	0.010654
SAMEA1713552	SAMEA1713552	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2948643596	153311732	4416588	NA	30796905801	1527049375	19734372	NA	0.987	0.9962	0.1212	NA	10.4444	9.9604	4.4682	NA	0.9	TRUE	15450144	1344457	468902	41360023	429761	0	40125	14464	0	1504703	2662780149	146149625	Unknown	0.9537	F	0.000505	0.000275	0.5446	0.000176	9.9e-05	0	0.5625	0.015533	0.010296
SAMEA1713553	SAMEA1713553	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2948209126	153106659	4763164	NA	34343838075	1705221714	25934767	NA	0.9869	0.9949	0.1307	NA	11.6491	11.1375	5.4449	NA	0.9	TRUE	18374722	1468974	573465	38206365	567713	0	46045	17994	0	1357301	2662780149	146149625	Unknown	0.9561	F	0.000552	0.000315	0.5707	0.000215	0.000123	0	0.5721	0.014348	0.009287
SAMEA1713554	SAMEA1713554	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2957416271	153501646	5516280	NA	33337629494	1670439168	29231647	NA	0.99	0.9974	0.1513	NA	11.2726	10.8822	5.2992	NA	0.9	TRUE	14016953	1316368	459103	42831102	428322	0	43445	14800	0	1502486	2662780149	146149625	Unknown	0.9654	F	0.000494	0.000297	0.6012	0.000172	0.000101	0	0.5872	0.016085	0.01028
SAMEA1713555	SAMEA1713555	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2950622964	153001189	4159189	NA	27104282024	1340105317	16985723	NA	0.9877	0.9942	0.1141	NA	9.186	8.7588	4.0839	NA	0.9	FALSE	8205296	1172029	324343	48921858	247422	0	36229	10833	0	1694569	2662780149	146149625	Unknown	0.9535	F	0.00044	0.000248	0.5636	0.000122	7.4e-05	0	0.6066	0.018372	0.011595
SAMEA1713556	SAMEA1713556	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2955025649	153141177	5088699	NA	31831587675	1543722570	28422221	NA	0.9892	0.9951	0.1396	NA	10.772	10.0804	5.5854	NA	0.9	TRUE	9707676	1133774	332866	47449210	319802	0	39539	11446	0	1618266	2662780149	146149625	Unknown	0.9358	F	0.000426	0.000271	0.6362	0.000125	7.8e-05	0	0.624	0.017819	0.011073
SAMEA1713557	SAMEA1713557	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2942026975	152796814	4064158	NA	18901781314	949741350	17059356	NA	0.9848	0.9929	0.1115	NA	6.4247	6.2157	4.1975	NA	0.9	FALSE	1989925	568275	81292	55984034	60923	0	19211	2856	0	1906063	2662780149	146149625	Unknown	0.9675	F	0.000213	0.000131	0.615	3.1e-05	2e-05	0	0.6452	0.021025	0.013042
SAMEA1713558	SAMEA1713558	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2954193363	151368806	33524833	NA	30412246097	804441312	194664599	NA	0.9889	0.9836	0.9198	NA	10.2946	5.3144	5.8066	NA	0.9	TRUE	13535786	1424087	495657	43167996	0	957410	0	0	37001	994642	2662780149	146149625	Unknown	0.5162	M	0.000535	0	0	0.000186	0	0.000253	0	0.016212	0.006806
SAMEA1713559	SAMEA1713559	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2942745095	152816311	4388600	NA	27724739759	1389852946	19804775	NA	0.9851	0.993	0.1204	NA	9.4214	9.0949	4.5128	NA	0.9	FALSE	10115370	1226564	370012	46911580	303758	0	38057	11361	0	1635877	2662780149	146149625	Unknown	0.9653	F	0.000461	0.00026	0.564	0.000139	7.8e-05	0	0.5612	0.017618	0.011193
SAMEA1713560	SAMEA1713560	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2937372199	152975951	3804893	NA	29029835069	1456413581	14427130	NA	0.9833	0.994	0.1044	NA	9.8829	9.5205	3.7917	NA	0.9	FALSE	13042337	1310580	459964	43810645	384031	0	41995	12788	0	1550239	2662780149	146149625	Unknown	0.9633	F	0.000492	0.000287	0.5833	0.000173	8.7e-05	0	0.5029	0.016453	0.010607
SAMEA2058386	SAMEA2058386	Pan_troglodytes_ssp	APE	Hominidae	Pan	troglodytes	ssp	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2967062354	153366415	33838756	NA	102641924672	2721775150	613032535	NA	0.9932	0.9966	0.9284	NA	34.5938	17.7469	18.1163	NA	0.9	TRUE	53464803	2282726	1074949	1801048	0	1889207	0	0	74667	25179	2662780149	146149625	M	0.513	M	0.000857	0	0	0.000404	0	0.000511	0	0.000676	0.000172
SAMEA2058387	SAMEA2058387	Pan_troglodytes_ssp	APE	Hominidae	Pan	troglodytes	ssp	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2962290435	153026893	33835511	NA	86960724302	2288654603	493368561	NA	0.9916	0.9944	0.9283	NA	29.3559	14.9559	14.5814	NA	0.9	TRUE	53172850	2273694	1103273	2073709	0	1877215	0	0	78008	33830	2662780149	146149625	M	0.5095	M	0.000854	0	0	0.000414	0	0.000534	0	0.000779	0.000231
SAMEA2058388	SAMEA2058388	Pan_troglodytes_ssp	APE	Hominidae	Pan	troglodytes	ssp	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2957642502	153328021	2645293	NA	83453144695	4053048136	32454736	NA	0.99	0.9963	0.0726	NA	28.2161	26.4338	12.2689	NA	0.9	TRUE	51048461	2233608	1085670	4255787	1756503	0	73534	38436	0	120580	2662780149	146149625	F	0.9368	F	0.000839	0.000503	0.5995	0.000408	0.000263	0	0.6446	0.001598	0.000825
SAMEA2058389	SAMEA2058389	Pan_troglodytes_ssp	APE	Hominidae	Pan	troglodytes	ssp	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2955329252	153148590	33904774	NA	63988209758	1729527944	406516549	NA	0.9893	0.9951	0.9302	NA	21.6518	11.2931	11.99	NA	0.9	TRUE	48639001	2183156	1024054	6777315	0	1765343	0	0	72909	150801	2662780149	146149625	M	0.5216	M	0.00082	0	0	0.000385	0	0.000499	0	0.002545	0.001032
SAMEA2058390	SAMEA2058390	Pan_troglodytes_ssp	APE	Hominidae	Pan	troglodytes	ssp	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2953438131	153017945	33871738	NA	63290202550	1687184481	360817257	NA	0.9886	0.9943	0.9293	NA	21.4293	11.0261	10.6525	NA	0.9	TRUE	47284174	2793185	1040846	7505321	0	1737279	0	0	80620	171154	2662780149	146149625	M	0.5145	M	0.001049	0	0	0.000391	0	0.000552	0	0.002819	0.001171
SAMEA2421540	SAMEA2421540	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2964683978	153100380	33851939	NA	122370214572	3169860273	786167965	NA	0.9924	0.9948	0.9288	NA	41.276	20.7045	23.2237	NA	0.9	TRUE	54132283	2230894	1111364	1148985	0	1899220	0	0	75914	13919	2662780149	146149625	Unknown	0.5016	M	0.000838	0	0	0.000417	0	0.000519	0	0.000431	9.5e-05
SAMEA2421541	SAMEA2421541	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2969475131	153331175	5725296	NA	122818650114	6166138440	62993990	NA	0.994	0.9963	0.1571	NA	41.3604	40.2145	11.0027	NA	0.9	TRUE	53947909	2265402	1126641	1283574	1850312	0	73632	38993	0	26116	2662780149	146149625	Unknown	0.9723	F	0.000851	0.000504	0.5922	0.000423	0.000267	0	0.6312	0.000482	0.000179
SAMEA2421542	SAMEA2421542	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2957595501	152979234	33850638	NA	68279205280	1776542560	403155182	NA	0.99	0.994	0.9288	NA	23.0861	11.613	11.9098	NA	0.9	TRUE	51603565	2194457	1080545	3744959	0	1845704	0	0	72020	71329	2662780149	146149625	Unknown	0.503	M	0.000824	0	0	0.000406	0	0.000493	0	0.001406	0.000488
SAMEA2421543	SAMEA2421543	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2962623757	153131152	33856965	NA	87865193432	2286487797	527100170	NA	0.9917	0.995	0.9289	NA	29.6579	14.9316	15.5684	NA	0.9	TRUE	53234521	2267733	1070723	2050549	0	1887887	0	0	74159	27007	2662780149	146149625	Unknown	0.5035	M	0.000852	0	0	0.000402	0	0.000507	0	0.00077	0.000185
SAMEA2421544	SAMEA2421544	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2953987616	152883622	33790516	NA	60535530152	1563019554	355548937	NA	0.9888	0.9934	0.9271	NA	20.4928	10.2236	10.5222	NA	0.9	TRUE	50553948	2238237	1026382	4804959	0	1806607	0	0	70614	111832	2662780149	146149625	Unknown	0.4989	M	0.000841	0	0	0.000385	0	0.000483	0	0.001804	0.000765
SAMEA2421545	SAMEA2421545	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2956529526	153291080	2857329	NA	77895453391	3935610568	26546916	NA	0.9897	0.9961	0.0784	NA	26.3469	25.6741	9.2908	NA	0.9	TRUE	52849279	2268379	1087048	2418820	1819625	0	72480	39210	0	57738	2662780149	146149625	Unknown	0.9745	F	0.000852	0.000496	0.5822	0.000408	0.000268	0	0.6569	0.000908	0.000395
SAMEA2421546	SAMEA2421546	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2956661415	152871267	33845044	NA	65505323802	1705485213	385075219	NA	0.9897	0.9933	0.9286	NA	22.1552	11.1563	11.3776	NA	0.9	TRUE	51002761	2215398	1073550	4331817	0	1829924	0	0	71951	87178	2662780149	146149625	Unknown	0.5036	M	0.000832	0	0	0.000403	0	0.000492	0	0.001627	0.000596
SAMEA2421547	SAMEA2421547	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2957427104	152825167	33851465	NA	66475832089	1733476202	394676464	NA	0.99	0.993	0.9288	NA	22.4776	11.3429	11.6591	NA	0.9	TRUE	51233848	2233806	1054815	4101057	0	1834680	0	0	73978	80395	2662780149	146149625	Unknown	0.5046	M	0.000839	0	0	0.000396	0	0.000506	0	0.00154	0.00055
SAMEA2421548	SAMEA2421548	Pan_troglodytes_verus	APE	Hominidae	Pan	troglodytes	verus	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2956921829	152775209	33851740	NA	75524853268	1967447500	450564637	NA	0.9898	0.9927	0.9288	NA	25.5417	12.8781	13.3099	NA	0.9	TRUE	51798911	2264359	1070212	3490044	0	1854546	0	0	73629	60878	2662780149	146149625	Unknown	0.5042	M	0.00085	0	0	0.000402	0	0.000504	0	0.001311	0.000417
SAMEA2464840	SAMEA2464840	Pan_troglodytes_ssp	APE	Hominidae	Pan	troglodytes	ssp	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2939751642	153435503	4172351	NA	84289730995	4208422617	64605560	NA	0.9841	0.997	0.1145	NA	28.6724	27.428	15.4842	NA	0.9	TRUE	46701355	5232489	3255909	3433773	1593466	0	189367	127931	0	78289	2662780149	146149625	Unknown	0.9566	F	0.001965	0.001296	0.6595	0.001223	0.000875	0	0.7155	0.00129	0.000536
SAMEA2464841	SAMEA2464841	Pan_troglodytes_ssp	APE	Hominidae	Pan	troglodytes	ssp	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2941159511	153377702	3867037	NA	86795141772	4355533685	51106484	NA	0.9845	0.9966	0.1061	NA	29.5105	28.3974	13.2159	NA	0.9	TRUE	47248468	5248533	3303417	2823108	1608753	0	192001	130114	0	58185	2662780149	146149625	Unknown	0.9623	F	0.001971	0.001314	0.6667	0.001241	0.00089	0	0.7172	0.00106	0.000398
SAMEA2464842	SAMEA2464842	Pan_troglodytes_ssp	APE	Hominidae	Pan	troglodytes	ssp	Pan_troglodytes_ssp	Pan_troglodytes_ssp	2987396114	NA	NA	153896354	NA	NA	36447294	NA	2937861435	153316582	3971003	NA	69940978436	3340775171	51177073	NA	0.9834	0.9962	0.109	NA	23.8068	21.79	12.8877	NA	0.9	TRUE	44246345	5034764	3144382	6198035	1501806	0	169509	127545	0	190193	2662780149	146149625	Unknown	0.9153	F	0.001891	0.00116	0.6134	0.001181	0.000873	0	0.7392	0.002328	0.001301
